Average,,,,,,,,,,,,,,,,
 ==================== ,,,,,,,,,,,,,,,,
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Channel,Collection,Image,Time,Type
Spine Attachment Pt Velocity Z,0,0,0,0,0,0,0,0,14,µm/s,Spine,,Spine Attachment Pt Velocity,,5,
Spine Attachment Pt Velocity Z,0,0,0,0,0,0,0,0,23,µm/s,Spine,,Spine Attachment Pt Velocity,,6,
Spine Attachment Pt Velocity Z,0,0,0,0,0,0,0,0,22,µm/s,Spine,,Spine Attachment Pt Velocity,,7,
Spine Attachment Pt Velocity Z,0,0,0,0,0,0,0,0,21,µm/s,Spine,,Spine Attachment Pt Velocity,,8,
Spine Attachment Pt Velocity Z,0,0,0,0,0,0,0,0,1,µm/s,Spine,,Spine Attachment Pt Velocity,,9,
Spine Attachment Pt Velocity Z,0,0,0,0,0,0,0,0,20,µm/s,Spine,,Spine Attachment Pt Velocity,,12,
Spine Attachment Pt Velocity Z,0,0,0,0,0,0,0,0,20,µm/s,Spine,,Spine Attachment Pt Velocity,,13,
Spine Attachment Pt Velocity Z,0,0,0,0,0,0,0,0,15,µm/s,Spine,,Spine Attachment Pt Velocity,,14,
Spine Branch Depth,0,3,1.29577,0.909951,1,1.00098,2.00098,92,71,,Spine,,,,1,
Spine Branch Depth,0,7,3.44444,2.65739,3,1.00195,6.00195,279,81,,Spine,,,,2,
Spine Branch Depth,0,5,1.83117,1.73132,1,1.00195,3.00195,141,77,,Spine,,,,3,
Spine Branch Depth,0,4,1.4,0.95219,1,1.00195,2.00195,63,45,,Spine,,,,4,
Spine Branch Depth,0,2,1.34884,0.711491,1,1.00098,2,58,43,,Spine,,,,5,
Spine Branch Depth,0,6,2.10256,1.99737,1,1.00195,4.00195,82,39,,Spine,,,,6,
Spine Branch Depth,0,6,2.88889,2.40113,2,1.00195,6,104,36,,Spine,,,,7,
Spine Branch Depth,0,5,1.69048,1.58096,1,1.00195,2.00195,71,42,,Spine,,,,8,
Spine Branch Depth,0,3,1.29032,1.11279,1,0.000976563,2.00098,40,31,,Spine,,,,9,
Spine Branch Depth,0,7,4,1.84915,3,3.00195,5.00195,124,31,,Spine,,,,10,
Spine Branch Depth,0,8,2.70968,2.64201,1,1.00391,6.00391,84,31,,Spine,,,,11,
Spine Branch Depth,0,5,2.78571,1.24472,3,2.00195,4.00195,117,42,,Spine,,,,12,
Spine Branch Depth,0,4,1.70588,1.44567,1,1.00195,3.50195,58,34,,Spine,,,,13,
Spine Branch Depth,0,3,1.76667,1.11604,1,1.00098,3,53,30,,Spine,,,,14,
Spine Branch Depth,0,3,1.79245,0.958743,2,1.00098,3,95,53,,Spine,,,,15,
Spine Branch Level,0,3,1.30986,0.832298,1,1.00098,2.00098,93,71,,Spine,,,,1,
Spine Branch Level,0,4,1.79012,1.05076,1,1.00195,3.00195,145,81,,Spine,,,,2,
Spine Branch Level,1,3,1.48052,0.616028,1,1.00098,2.00098,114,77,,Spine,,,,3,
Spine Branch Level,1,4,1.17778,0.569167,1,1.00098,1.00098,53,45,,Spine,,,,4,
Spine Branch Level,1,3,1.53488,0.693788,1,1.00098,2.00098,66,43,,Spine,,,,5,
Spine Branch Level,1,4,1.46154,0.811651,1,1.00098,2.00098,57,39,,Spine,,,,6,
Spine Branch Level,1,4,2.08333,1.13957,2,1.00098,3.00098,75,36,,Spine,,,,7,
Spine Branch Level,1,3,1.33333,0.563436,1,1.00098,2.00098,56,42,,Spine,,,,8,
Spine Branch Level,1,3,1.29032,0.57885,1,1.00098,1.00098,40,31,,Spine,,,,9,
Spine Branch Level,1,4,2.67742,0.641927,3,2.00098,3.00098,83,31,,Spine,,,,10,
Spine Branch Level,1,2,1.29032,0.453911,1,1.00049,2,40,31,,Spine,,,,11,
Spine Branch Level,1,4,2.11905,1.05113,2,1.00098,3.00098,89,42,,Spine,,,,12,
Spine Branch Level,1,4,1.41176,0.732347,1,1.00098,2.00098,48,34,,Spine,,,,13,
Spine Branch Level,1,4,1.73333,0.81377,2,1.00098,2.00098,52,30,,Spine,,,,14,
Spine Branch Level,0,4,1.41509,0.856363,1,1.00195,2.00195,75,53,,Spine,,,,15,
Spine Branchings,0,1,0.140845,0.347862,0,0.000488281,0.000488281,10,71,,Spine,,,,1,
Spine Branchings,0,1,0.123457,0.328961,0,0.000488281,0.000488281,10,81,,Spine,,,,2,
Spine Branchings,0,1,0.103896,0.305126,0,0.000488281,0.000488281,8,77,,Spine,,,,3,
Spine Branchings,0,1,0.0444444,0.20608,0,0.000488281,0.000488281,2,45,,Spine,,,,4,
Spine Branchings,0,1,0.0697674,0.254755,0,0.000488281,0.000488281,3,43,,Spine,,,,5,
Spine Branchings,0,1,0.0512821,0.220572,0,0.000488281,0.000488281,2,39,,Spine,,,,6,
Spine Branchings,0,1,0.138889,0.345831,0,0.000488281,0.000488281,5,36,,Spine,,,,7,
Spine Branchings,0,1,0.0714286,0.257539,0,0.000488281,0.000488281,3,42,,Spine,,,,8,
Spine Branchings,0,1,0.0322581,0.176685,0,0.000488281,0.000488281,1,31,,Spine,,,,9,
Spine Branchings,0,1,0.0322581,0.176685,0,0.000488281,0.000488281,1,31,,Spine,,,,10,
Spine Branchings,0,1,0.0645161,0.24567,0,0.000488281,0.000488281,2,31,,Spine,,,,11,
Spine Branchings,0,1,0.0952381,0.293544,0,0.000488281,0.000488281,4,42,,Spine,,,,12,
Spine Branchings,0,1,0.147059,0.354165,0,0.000488281,0.000488281,5,34,,Spine,,,,13,
Spine Branchings,0,1,0.133333,0.339935,0,0.000488281,0.000488281,4,30,,Spine,,,,14,
Spine Branchings,0,1,0.150943,0.357994,0,0.000488281,0.000488281,8,53,,Spine,,,,15,
Spine Length,0.168114,6.02156,1.53379,1.54271,0.806545,0.414063,2.42578,108.899,71,µm,Spine,,,,1,
Spine Length,0.146905,8.61363,1.27784,1.49006,0.643201,0.355469,1.70703,103.505,81,µm,Spine,,,,2,
Spine Length,0.188377,4.63586,1.07058,1.10134,0.591233,0.369141,1.22852,82.4347,77,µm,Spine,,,,3,
Spine Length,0.217294,5.1608,1.46599,1.48323,0.622905,0.291016,2.20898,65.9696,45,µm,Spine,,,,4,
Spine Length,0.178653,6.06149,1.63601,1.4426,1.0467,0.439453,2.28711,70.3486,43,µm,Spine,,,,5,
Spine Length,0.127239,6.34242,1.49366,1.57704,0.752916,0.357422,2.16016,58.2526,39,µm,Spine,,,,6,
Spine Length,0.205409,4.56769,1.35008,1.14776,0.972371,0.400391,2.13379,48.6029,36,µm,Spine,,,,7,
Spine Length,0.155313,4.62994,1.16375,1.15788,0.695014,0.381836,1.64355,48.8773,42,µm,Spine,,,,8,
Spine Length,0.190128,5.98332,1.46573,1.40583,0.912461,0.496094,1.86328,45.4375,31,µm,Spine,,,,9,
Spine Length,0.171783,4.77005,1.57689,1.39262,1.03629,0.525391,2.22266,48.8837,31,µm,Spine,,,,10,
Spine Length,0.204631,4.59756,1.12088,1.23568,0.507906,0.326172,1.17773,34.7473,31,µm,Spine,,,,11,
Spine Length,0.207377,4.42314,1.19223,1.10494,0.721731,0.412109,1.79199,50.0735,42,µm,Spine,,,,12,
Spine Length,0.177175,5.31222,1.32039,1.26253,0.752499,0.476563,1.73633,44.8931,34,µm,Spine,,,,13,
Spine Length,0.197342,4.8821,1.22489,1.20913,0.687104,0.450195,1.79883,36.7467,30,µm,Spine,,,,14,
Spine Length,0.1543,4.86703,1.00724,1.03371,0.613888,0.314453,1.21289,53.3839,53,µm,Spine,,,,15,
Spine Max Diameter,0.25,0.844975,0.383958,0.117439,0.365837,0.365967,0.365967,27.261,71,µm,Spine,,,,1,
Spine Max Diameter,0.25,0.78442,0.349103,0.0938572,0.365837,0.250244,0.365967,28.2774,81,µm,Spine,,,,2,
Spine Max Diameter,0.25,0.463738,0.334537,0.0573279,0.365837,0.250061,0.365784,25.7594,77,µm,Spine,,,,3,
Spine Max Diameter,0.25,0.423685,0.359571,0.0319155,0.365837,0.365784,0.365784,16.1807,45,µm,Spine,,,,4,
Spine Max Diameter,0.25,0.365837,0.35151,0.0362504,0.365837,0.365814,0.365814,15.1149,43,µm,Spine,,,,5,
Spine Max Diameter,0.25,0.429334,0.358554,0.0329016,0.365837,0.365784,0.365784,13.9836,39,µm,Spine,,,,6,
Spine Max Diameter,0.25,0.454149,0.333488,0.0560851,0.365837,0.250061,0.365784,12.0056,36,µm,Spine,,,,7,
Spine Max Diameter,0.25,0.365837,0.34653,0.0431697,0.365837,0.365814,0.365814,14.5543,42,µm,Spine,,,,8,
Spine Max Diameter,0.25,0.372632,0.351109,0.0389353,0.365837,0.365784,0.365784,10.8844,31,µm,Spine,,,,9,
Spine Max Diameter,0.261612,0.390134,0.36231,0.0196184,0.365837,0.365784,0.365784,11.2316,31,µm,Spine,,,,10,
Spine Max Diameter,0.25,0.430851,0.345514,0.0481704,0.365837,0.365784,0.365784,10.7109,31,µm,Spine,,,,11,
Spine Max Diameter,0.25,0.470573,0.340661,0.0571879,0.365837,0.278992,0.365784,14.3078,42,µm,Spine,,,,12,
Spine Max Diameter,0.25,0.365837,0.325846,0.0543763,0.365837,0.250031,0.365814,11.0788,34,µm,Spine,,,,13,
Spine Max Diameter,0.25,0.365837,0.330236,0.0527227,0.365837,0.250031,0.365814,9.90707,30,µm,Spine,,,,14,
Spine Max Diameter,0.25,0.365837,0.330867,0.0531778,0.365837,0.250031,0.365814,17.536,53,µm,Spine,,,,15,
Spine Mean Diameter,0.25,0.844976,0.331528,0.13238,0.286199,0.26825,0.36575,23.5385,71,µm,Spine,,,,1,
Spine Mean Diameter,0.25,0.475112,0.281997,0.047484,0.266088,0.250061,0.298279,22.8417,81,µm,Spine,,,,2,
Spine Mean Diameter,0.25,0.298265,0.269696,0.0177284,0.266376,0.250015,0.286209,20.7666,77,µm,Spine,,,,3,
Spine Mean Diameter,0.25,0.298265,0.275604,0.0176359,0.274133,0.259476,0.298264,12.4022,45,µm,Spine,,,,4,
Spine Mean Diameter,0.25,0.298265,0.268959,0.0161996,0.262066,0.256042,0.278946,11.5652,43,µm,Spine,,,,5,
Spine Mean Diameter,0.25,0.365836,0.276388,0.0214775,0.270685,0.25946,0.286224,10.7791,39,µm,Spine,,,,6,
Spine Mean Diameter,0.25,0.298265,0.264672,0.0152815,0.262125,0.250015,0.268753,9.52821,36,µm,Spine,,,,7,
Spine Mean Diameter,0.25,0.329702,0.272309,0.018727,0.267653,0.256317,0.286224,11.437,42,µm,Spine,,,,8,
Spine Mean Diameter,0.25,0.298265,0.269194,0.0147011,0.266088,0.257965,0.278946,8.34501,31,µm,Spine,,,,9,
Spine Mean Diameter,0.250695,0.298265,0.271704,0.0148958,0.268099,0.259094,0.278946,8.42282,31,µm,Spine,,,,10,
Spine Mean Diameter,0.25,0.298265,0.273062,0.019083,0.268099,0.256119,0.298264,8.46494,31,µm,Spine,,,,11,
Spine Mean Diameter,0.25,0.38372,0.271886,0.0253444,0.265299,0.251373,0.278992,11.4192,42,µm,Spine,,,,12,
Spine Mean Diameter,0.25,0.298265,0.264196,0.015136,0.259696,0.250015,0.274124,8.98265,34,µm,Spine,,,,13,
Spine Mean Diameter,0.25,0.298265,0.267214,0.0163182,0.265284,0.250015,0.278946,8.01641,30,µm,Spine,,,,14,
Spine Mean Diameter,0.25,0.307918,0.269588,0.018843,0.263163,0.250015,0.286209,14.2882,53,µm,Spine,,,,15,
Spine Min Diameter,0.25,0.844975,0.314518,0.139182,0.25,0.250244,0.365967,22.3308,71,µm,Spine,,,,1,
Spine Min Diameter,0.25,0.4,0.262119,0.0396651,0.25,0.250061,0.250061,21.2317,81,µm,Spine,,,,2,
Spine Min Diameter,0.25,0.25,0.25,0,0.25,0.25,0.25,19.25,77,µm,Spine,,,,3,
Spine Min Diameter,0.25,0.25,0.25,0,0.25,0.25,0.25,11.25,45,µm,Spine,,,,4,
Spine Min Diameter,0.25,0.25,0.25,0,0.25,0.25,0.25,10.75,43,µm,Spine,,,,5,
Spine Min Diameter,0.25,0.365837,0.25297,0.0183093,0.25,0.250031,0.250031,9.86584,39,µm,Spine,,,,6,
Spine Min Diameter,0.25,0.25,0.25,0,0.25,0.25,0.25,9,36,µm,Spine,,,,7,
Spine Min Diameter,0.25,0.296873,0.251116,0.00714608,0.25,0.250015,0.250015,10.5469,42,µm,Spine,,,,8,
Spine Min Diameter,0.25,0.25,0.25,0,0.25,0.25,0.25,7.75,31,µm,Spine,,,,9,
Spine Min Diameter,0.25,0.25,0.25,0,0.25,0.25,0.25,7.75,31,µm,Spine,,,,10,
Spine Min Diameter,0.25,0.25,0.25,0,0.25,0.25,0.25,7.75,31,µm,Spine,,,,11,
Spine Min Diameter,0.25,0.364289,0.252721,0.0174239,0.25,0.250031,0.250031,10.6143,42,µm,Spine,,,,12,
Spine Min Diameter,0.25,0.25,0.25,0,0.25,0.25,0.25,8.5,34,µm,Spine,,,,13,
Spine Min Diameter,0.25,0.25,0.25,0,0.25,0.25,0.25,7.5,30,µm,Spine,,,,14,
Spine Min Diameter,0.25,0.25,0.25,0,0.25,0.25,0.25,13.25,53,µm,Spine,,,,15,
Spine Neck Max Diameter,0,0.844975,0.275526,0.181874,0.278959,0.250244,0.365967,19.5623,71,µm,Spine,,,,1,
Spine Neck Max Diameter,0,0.78442,0.251957,0.132851,0.25,0.250244,0.279053,20.4085,81,µm,Spine,,,,2,
Spine Neck Max Diameter,0,0.357993,0.23085,0.086113,0.25,0.250122,0.275269,17.7755,77,µm,Spine,,,,3,
Spine Neck Max Diameter,0,0.315551,0.205825,0.110924,0.25,0.250122,0.278931,9.26212,45,µm,Spine,,,,4,
Spine Neck Max Diameter,0,0.290855,0.232868,0.0856162,0.25,0.250122,0.278931,10.0133,43,µm,Spine,,,,5,
Spine Neck Max Diameter,0,0.410561,0.22845,0.102133,0.25,0.250122,0.278931,8.90955,39,µm,Spine,,,,6,
Spine Neck Max Diameter,0,0.279679,0.237284,0.0726225,0.25,0.250122,0.274719,8.54223,36,µm,Spine,,,,7,
Spine Neck Max Diameter,0,0.326398,0.215581,0.0976135,0.25,0.250122,0.250122,9.0544,42,µm,Spine,,,,8,
Spine Neck Max Diameter,0,0.325368,0.233497,0.0781021,0.25,0.250122,0.254272,7.2384,31,µm,Spine,,,,9,
Spine Neck Max Diameter,0,0.390134,0.221468,0.100446,0.25,0.250122,0.268555,6.8655,31,µm,Spine,,,,10,
Spine Neck Max Diameter,0,0.337312,0.202611,0.110852,0.25,0.250122,0.26001,6.28093,31,µm,Spine,,,,11,
Spine Neck Max Diameter,0,0.343103,0.227633,0.0853904,0.25,0.250122,0.250122,9.56058,42,µm,Spine,,,,12,
Spine Neck Max Diameter,0,0.315723,0.242922,0.062609,0.25,0.250122,0.250122,8.25933,34,µm,Spine,,,,13,
Spine Neck Max Diameter,0,0.290121,0.217969,0.0983682,0.25,0.250122,0.278259,6.53907,30,µm,Spine,,,,14,
Spine Neck Max Diameter,0,0.278959,0.208641,0.101219,0.25,0.250122,0.250122,11.058,53,µm,Spine,,,,15,
Spine Neck Mean Diameter,0,0.844975,0.268733,0.181796,0.252633,0.250244,0.365967,19.0801,71,µm,Spine,,,,1,
Spine Neck Mean Diameter,0,0.475096,0.236969,0.101157,0.25,0.250122,0.254761,19.1945,81,µm,Spine,,,,2,
Spine Neck Mean Diameter,0,0.278959,0.224506,0.0820739,0.25,0.250122,0.251587,17.287,77,µm,Spine,,,,3,
Spine Neck Mean Diameter,0,0.278959,0.198151,0.106171,0.25,0.250122,0.254028,8.91681,45,µm,Spine,,,,4,
Spine Neck Mean Diameter,0,0.278959,0.224404,0.0817377,0.25,0.250122,0.252441,9.64939,43,µm,Spine,,,,5,
Spine Neck Mean Diameter,0,0.365837,0.218058,0.0949306,0.25,0.250122,0.252441,8.50427,39,µm,Spine,,,,6,
Spine Neck Mean Diameter,0,0.278959,0.231315,0.0699501,0.25,0.250122,0.251221,8.32735,36,µm,Spine,,,,7,
Spine Neck Mean Diameter,0,0.326398,0.211779,0.0955119,0.25,0.250122,0.250122,8.89474,42,µm,Spine,,,,8,
Spine Neck Mean Diameter,0,0.278959,0.227772,0.0747684,0.25,0.250122,0.250366,7.06095,31,µm,Spine,,,,9,
Spine Neck Mean Diameter,0,0.26448,0.211046,0.0926002,0.25,0.250122,0.250854,6.54242,31,µm,Spine,,,,10,
Spine Neck Mean Diameter,0,0.278959,0.197078,0.106761,0.25,0.250122,0.250977,6.10942,31,µm,Spine,,,,11,
Spine Neck Mean Diameter,0,0.278959,0.2222,0.0819198,0.25,0.250122,0.250122,9.33239,42,µm,Spine,,,,12,
Spine Neck Mean Diameter,0,0.278959,0.237712,0.059824,0.25,0.250122,0.250122,8.08219,34,µm,Spine,,,,13,
Spine Neck Mean Diameter,0,0.26448,0.210202,0.0940726,0.25,0.250122,0.251282,6.30606,30,µm,Spine,,,,14,
Spine Neck Mean Diameter,0,0.278959,0.205704,0.0994997,0.25,0.250122,0.250122,10.9023,53,µm,Spine,,,,15,
Spine Neck Min Diameter,0,0.844975,0.26737,0.181899,0.25,0.250244,0.365967,18.9833,71,µm,Spine,,,,1,
Spine Neck Min Diameter,0,0.4,0.2334,0.0960355,0.25,0.250122,0.250122,18.9054,81,µm,Spine,,,,2,
Spine Neck Min Diameter,0,0.278959,0.223036,0.0815075,0.25,0.250122,0.250122,17.1738,77,µm,Spine,,,,3,
Spine Neck Min Diameter,0,0.278959,0.196375,0.10521,0.25,0.250122,0.250122,8.83688,45,µm,Spine,,,,4,
Spine Neck Min Diameter,0,0.278959,0.222951,0.0812052,0.25,0.250122,0.250122,9.58688,43,µm,Spine,,,,5,
Spine Neck Min Diameter,0,0.365837,0.215994,0.0940533,0.25,0.250122,0.250122,8.42375,39,µm,Spine,,,,6,
Spine Neck Min Diameter,0,0.278959,0.229971,0.0695016,0.25,0.250122,0.250122,8.27896,36,µm,Spine,,,,7,
Spine Neck Min Diameter,0,0.326398,0.210842,0.0950907,0.25,0.250122,0.250122,8.85536,42,µm,Spine,,,,8,
Spine Neck Min Diameter,0,0.278959,0.226741,0.0743938,0.25,0.250122,0.250122,7.02896,31,µm,Spine,,,,9,
Spine Neck Min Diameter,0,0.25,0.209677,0.0919496,0.25,0.25,0.25,6.5,31,µm,Spine,,,,10,
Spine Neck Min Diameter,0,0.278959,0.196351,0.106376,0.25,0.250122,0.250122,6.08688,31,µm,Spine,,,,11,
Spine Neck Min Diameter,0,0.278959,0.221617,0.0816996,0.25,0.250122,0.250122,9.30792,42,µm,Spine,,,,12,
Spine Neck Min Diameter,0,0.278959,0.236998,0.0596384,0.25,0.250122,0.250122,8.05792,34,µm,Spine,,,,13,
Spine Neck Min Diameter,0,0.25,0.208333,0.0931695,0.25,0.25,0.25,6.25,30,µm,Spine,,,,14,
Spine Neck Min Diameter,0,0.278959,0.205016,0.0991573,0.25,0.250122,0.250122,10.8658,53,µm,Spine,,,,15,
Spine Orientation Angle,-169.858,178.248,5.61378,104.436,42.052,-95.25,82.875,398.578,71,°,Spine,,,,1,
Spine Orientation Angle,-177.053,175.88,-0.239553,89.4253,33.2765,-81.125,70.125,-19.4038,81,°,Spine,,,,2,
Spine Orientation Angle,-175.578,177.318,-16.2496,99.1779,19.6556,-121.375,55.625,-1251.22,77,°,Spine,,,,3,
Spine Orientation Angle,-176.351,156.123,-11.5217,97.729,25.8061,-106.625,71.375,-518.477,45,°,Spine,,,,4,
Spine Orientation Angle,-161.784,166.683,-7.13252,88.4264,19.5105,-95,61.125,-306.698,43,°,Spine,,,,5,
Spine Orientation Angle,-175.337,159.973,4.59399,94.8127,42.0842,-93.375,70.625,179.166,39,°,Spine,,,,6,
Spine Orientation Angle,-173.89,174.252,-14.1445,97.6691,-20.3366,-95.6875,64.1875,-509.201,36,°,Spine,,,,7,
Spine Orientation Angle,-175.937,176.6,20.1056,98.6755,49.8652,-69.6875,81.9375,844.434,42,°,Spine,,,,8,
Spine Orientation Angle,-174.495,160.495,13.897,91.9383,51.0564,-10.25,64.375,430.807,31,°,Spine,,,,9,
Spine Orientation Angle,-178.183,151.109,-8.40414,103.445,38.3144,-115.125,75.625,-260.528,31,°,Spine,,,,10,
Spine Orientation Angle,-172.774,152.941,21.4752,92.1911,60.8415,-66,79.375,665.731,31,°,Spine,,,,11,
Spine Orientation Angle,-178.666,176.81,17.6924,104.94,43.789,-60.625,82.9375,743.083,42,°,Spine,,,,12,
Spine Orientation Angle,-174.986,172.322,21.2892,87.9297,49.2737,-19.8125,78.8125,723.834,34,°,Spine,,,,13,
Spine Orientation Angle,-175.539,170.288,22.4183,87.5489,44.9382,-17.6875,79.8125,672.549,30,°,Spine,,,,14,
Spine Orientation Angle,-178.081,161.5,19.0513,91.1439,54.8772,-34.625,77.625,1009.72,53,°,Spine,,,,15,
Spine Part Length Ground,0.0431138,1.62949,0.483643,0.412699,0.301582,0.179688,0.663574,34.3387,71,µm,Spine,,Spine Part Length,,1,
Spine Part Length Ground,0.0654993,2.64757,0.441488,0.421951,0.321112,0.174805,0.547852,35.7605,81,µm,Spine,,Spine Part Length,,2,
Spine Part Length Ground,0.0633767,1.26396,0.378273,0.291614,0.276326,0.175293,0.476074,29.127,77,µm,Spine,,Spine Part Length,,3,
Spine Part Length Ground,0.0922935,1.48366,0.467405,0.381528,0.300573,0.147949,0.679199,21.0332,45,µm,Spine,,Spine Part Length,,4,
Spine Part Length Ground,0.0536533,2.22914,0.542845,0.454141,0.426048,0.202148,0.731445,23.3423,43,µm,Spine,,Spine Part Length,,5,
Spine Part Length Ground,0.00223859,1.78611,0.461893,0.420591,0.283544,0.169434,0.598633,18.0138,39,µm,Spine,,Spine Part Length,,6,
Spine Part Length Ground,0.080409,1.08853,0.418532,0.281356,0.341632,0.170898,0.614502,15.0672,36,µm,Spine,,Spine Part Length,,7,
Spine Part Length Ground,0,1.33955,0.371858,0.310491,0.281092,0.154785,0.540771,15.618,42,µm,Spine,,Spine Part Length,,8,
Spine Part Length Ground,0.0651275,1.56293,0.452572,0.355067,0.335492,0.212402,0.575195,14.0297,31,µm,Spine,,Spine Part Length,,9,
Spine Part Length Ground,0.0467833,1.33629,0.491039,0.373469,0.320816,0.227539,0.615723,15.2222,31,µm,Spine,,Spine Part Length,,10,
Spine Part Length Ground,0.0680802,1.21561,0.368966,0.302579,0.259405,0.181641,0.407715,11.438,31,µm,Spine,,Spine Part Length,,11,
Spine Part Length Ground,0.0289204,1.21002,0.384387,0.286617,0.282244,0.20459,0.516113,16.1443,42,µm,Spine,,Spine Part Length,,12,
Spine Part Length Ground,0.0521754,1.34891,0.430841,0.308538,0.339042,0.223389,0.500244,14.6486,34,µm,Spine,,Spine Part Length,,13,
Spine Part Length Ground,0.0723424,1.30086,0.415711,0.296375,0.31169,0.193115,0.479736,12.4713,30,µm,Spine,,Spine Part Length,,14,
Spine Part Length Ground,0.0465613,1.30653,0.34146,0.269358,0.252331,0.162598,0.391113,18.0974,53,µm,Spine,,Spine Part Length,,15,
Spine Part Length Head,0.125,1.54579,0.484101,0.414076,0.26034,0.154297,0.73291,34.3712,71,µm,Spine,,Spine Part Length,,1,
Spine Part Length Head,0.125,2.34733,0.397639,0.398793,0.257382,0.125977,0.487305,32.2087,81,µm,Spine,,Spine Part Length,,2,
Spine Part Length Head,0.125,1.2902,0.34728,0.308226,0.253471,0.125488,0.399902,26.7406,77,µm,Spine,,Spine Part Length,,3,
Spine Part Length Head,0.125,1.34793,0.440903,0.383251,0.258998,0.125488,0.626465,19.8406,45,µm,Spine,,Spine Part Length,,4,
Spine Part Length Head,0.125,1.63647,0.474474,0.373526,0.370241,0.125488,0.632813,20.4024,43,µm,Spine,,Spine Part Length,,5,
Spine Part Length Head,0.125,1.6308,0.442692,0.402648,0.255088,0.125488,0.589355,17.265,39,µm,Spine,,Spine Part Length,,6,
Spine Part Length Head,0.125,1.32316,0.429713,0.322304,0.369014,0.125488,0.613525,15.4697,36,µm,Spine,,Spine Part Length,,7,
Spine Part Length Head,0.125,1.21623,0.353449,0.290914,0.250531,0.125488,0.488281,14.8449,42,µm,Spine,,Spine Part Length,,8,
Spine Part Length Head,0.125,1.58316,0.436967,0.354945,0.28222,0.249512,0.499512,13.546,31,µm,Spine,,Spine Part Length,,9,
Spine Part Length Head,0.125,1.23341,0.479035,0.348325,0.369737,0.247559,0.640625,14.8501,31,µm,Spine,,Spine Part Length,,10,
Spine Part Length Head,0.125,1.30369,0.354381,0.324423,0.248501,0.125488,0.373535,10.9858,31,µm,Spine,,Spine Part Length,,11,
Spine Part Length Head,0.125,1.17721,0.376437,0.283171,0.271171,0.125488,0.499756,15.8103,42,µm,Spine,,Spine Part Length,,12,
Spine Part Length Head,0.125,1.39665,0.411781,0.32842,0.289551,0.139893,0.528809,14.0006,34,µm,Spine,,Spine Part Length,,13,
Spine Part Length Head,0.125,1.24797,0.392845,0.29582,0.260877,0.199707,0.518555,11.7854,30,µm,Spine,,Spine Part Length,,14,
Spine Part Length Head,0.125,1.26336,0.326162,0.270421,0.249579,0.125488,0.372559,17.2866,53,µm,Spine,,Spine Part Length,,15,
Spine Part Length Neck,0,2.88888,0.595719,0.750879,0.245986,0.000976563,0.979492,42.2961,71,µm,Spine,,Spine Part Length,,1,
Spine Part Length Neck,0,3.81873,0.464047,0.70653,0.139945,0.000976563,0.637695,37.5878,81,µm,Spine,,Spine Part Length,,2,
Spine Part Length Neck,0,2.0817,0.355558,0.529309,0.132517,0.000976563,0.489258,27.378,77,µm,Spine,,Spine Part Length,,3,
Spine Part Length Neck,0,2.37926,0.562831,0.729408,0.154362,0.000976563,0.963867,25.3274,45,µm,Spine,,Spine Part Length,,4,
Spine Part Length Neck,0,2.83052,0.624082,0.71398,0.252107,0.000976563,1.00488,26.8355,43,µm,Spine,,Spine Part Length,,5,
Spine Part Length Neck,0,2.9255,0.59204,0.759071,0.250728,0.000976563,0.914063,23.0896,39,µm,Spine,,Spine Part Length,,6,
Spine Part Length Neck,0,2.19809,0.517923,0.562013,0.37457,0.124512,0.883789,18.6452,36,µm,Spine,,Spine Part Length,,7,
Spine Part Length Neck,0,2.21003,0.44932,0.562582,0.221403,0.000976563,0.628418,18.8714,42,µm,Spine,,Spine Part Length,,8,
Spine Part Length Neck,0,2.83722,0.579924,0.701457,0.267111,0.0644531,0.805664,17.9776,31,µm,Spine,,Spine Part Length,,9,
Spine Part Length Neck,0,2.20253,0.610554,0.682757,0.251606,0.000976563,0.969727,18.9272,31,µm,Spine,,Spine Part Length,,10,
Spine Part Length Neck,0,2.30493,0.405007,0.620446,0.131666,0.000976563,0.495117,12.5552,31,µm,Spine,,Spine Part Length,,11,
Spine Part Length Neck,0,2.07985,0.439678,0.547736,0.24942,0.000976563,0.712891,18.4665,42,µm,Spine,,Spine Part Length,,12,
Spine Part Length Neck,0,2.56666,0.49139,0.633025,0.180245,0.12793,0.717773,16.7073,34,µm,Spine,,Spine Part Length,,13,
Spine Part Length Neck,0,2.33327,0.427918,0.623251,0.165368,0.000976563,0.736328,12.8375,30,µm,Spine,,Spine Part Length,,14,
Spine Part Length Neck,0,2.29713,0.355266,0.513518,0.154371,0.000976563,0.448242,18.8291,53,µm,Spine,,Spine Part Length,,15,
Spine Part Max Diameter Ground,0.25,0.844975,0.379837,0.119373,0.365837,0.365967,0.365967,26.9684,71,µm,Spine,,Spine Part Max Diameter,,1,
Spine Part Max Diameter Ground,0.25,0.78442,0.328604,0.0772929,0.365837,0.250244,0.365967,26.6169,81,µm,Spine,,Spine Part Max Diameter,,2,
Spine Part Max Diameter Ground,0.25,0.365837,0.318449,0.0563763,0.365837,0.250031,0.365814,24.5206,77,µm,Spine,,Spine Part Max Diameter,,3,
