Average,,,,,,,,,,,,,,,,
 ==================== ,,,,,,,,,,,,,,,,
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Channel,Collection,Image,Time,Type
Pt Displacement Delta Length Type=Spine Terminal,0,1.71622,0.397773,0.392118,0.287659,0.189941,0.398926,9.94432,25,µm,Point,,,,7,Spine Terminal
Pt Displacement Delta Length Type=Dendrite Branch,0,1.35099,0.415559,0.425766,0.2634,0.111084,0.633057,3.32447,8,µm,Point,,,,7,Dendrite Branch
Pt Displacement Delta Length Type=Spine Attachment,0,0.988827,0.286405,0.273507,0.237343,0.11084,0.334473,6.58732,23,µm,Point,,,,7,Spine Attachment
Pt Displacement Delta Length Type=Spine Branch,0.251368,0.251368,0.251368,0,0.251368,0.251368,0.251368,0.251368,1,µm,Point,,,,7,Spine Branch
Pt Displacement Delta Length Type=Dendrite Beginning,0.281112,6.76235,3.39833,2.63354,3.94418,0.451172,5.55273,16.9917,5,µm,Point,,,,8,Dendrite Beginning
Pt Displacement Delta Length Type=Dendrite Terminal,0,1.05814,0.438719,0.297799,0.390737,0.283691,0.509277,3.94847,9,µm,Point,,,,8,Dendrite Terminal
Pt Displacement Delta Length Type=Spine Terminal,0,1.29302,0.408378,0.298925,0.337633,0.249023,0.485107,9.80107,24,µm,Point,,,,8,Spine Terminal
Pt Displacement Delta Length Type=Dendrite Branch,0.11732,0.644961,0.373999,0.177209,0.371066,0.252808,0.487549,2.244,6,µm,Point,,,,8,Dendrite Branch
Pt Displacement Delta Length Type=Spine Attachment,0,1.41318,0.391236,0.292095,0.317126,0.231201,0.476074,8.60719,22,µm,Point,,,,8,Spine Attachment
Pt Displacement Delta Length Type=Dendrite Beginning,1.93169,1.93169,1.93169,0,1.93169,1.93169,1.93169,1.93169,1,µm,Point,,,,9,Dendrite Beginning
Pt Displacement Delta Length Type=Dendrite Terminal,0.866556,0.866556,0.866556,0,0.866556,0.866556,0.866556,0.866556,1,µm,Point,,,,9,Dendrite Terminal
Pt Displacement Delta Length Type=Spine Terminal,0.34666,1.16826,0.650953,0.367685,0.437939,0.39209,0.802979,1.95286,3,µm,Point,,,,9,Spine Terminal
Pt Displacement Delta Length Type=Spine Attachment,0.84885,1.75912,1.20671,0.396264,1.01215,0.93042,1.3855,3.62013,3,µm,Point,,,,9,Spine Attachment
Pt Displacement Delta Length Type=Dendrite Beginning,0,0,0,0,0,0,0,0,1,µm,Point,,,,10,Dendrite Beginning
Pt Displacement Delta Length Type=Dendrite Beginning,0.90002,3.91356,2.09415,1.30731,1.46886,1.18457,2.69141,6.28244,3,µm,Point,,,,11,Dendrite Beginning
Pt Displacement Delta Length Type=Dendrite Beginning,0.622278,0.622278,0.622278,0,0.622278,0.622278,0.622278,0.622278,1,µm,Point,,,,12,Dendrite Beginning
Pt Displacement Delta Length Type=Dendrite Terminal,0,0,0,0,0,0,0,0,8,µm,Point,,,,12,Dendrite Terminal
Pt Displacement Delta Length Type=Spine Terminal,0,0,0,0,0,0,0,0,22,µm,Point,,,,12,Spine Terminal
Pt Displacement Delta Length Type=Dendrite Branch,0,0,0,0,0,0,0,0,8,µm,Point,,,,12,Dendrite Branch
Pt Displacement Delta Length Type=Spine Attachment,0,0,0,0,0,0,0,0,20,µm,Point,,,,12,Spine Attachment
Pt Displacement Delta Length Type=Dendrite Beginning,0.274075,0.274075,0.274075,0,0.274075,0.274075,0.274075,0.274075,1,µm,Point,,,,13,Dendrite Beginning
Pt Displacement Delta Length Type=Dendrite Terminal,0,1.80147,0.551208,0.490397,0.46567,0.309326,0.624512,5.51208,10,µm,Point,,,,13,Dendrite Terminal
Pt Displacement Delta Length Type=Spine Terminal,0,1.73373,0.407376,0.373914,0.342107,0.241699,0.468262,10.1844,25,µm,Point,,,,13,Spine Terminal
Pt Displacement Delta Length Type=Dendrite Branch,0.0918764,2.02816,0.674108,0.57408,0.555547,0.45459,0.566895,4.71876,7,µm,Point,,,,13,Dendrite Branch
Pt Displacement Delta Length Type=Spine Attachment,0,1.33119,0.431539,0.316359,0.327287,0.22998,0.502441,9.06231,21,µm,Point,,,,13,Spine Attachment
Pt Displacement Delta Length Type=Spine Branch,0,0.149995,0.0374988,0.0649499,0,6.10E-05,0.0375366,0.149995,4,µm,Point,,,,13,Spine Branch
Pt Displacement Delta Length Type=Dendrite Beginning,0.675376,0.675376,0.675376,0,0.675376,0.675376,0.675376,0.675376,1,µm,Point,,,,14,Dendrite Beginning
Pt Displacement Delta Length Type=Dendrite Terminal,0.330069,1.88862,1.0715,0.681863,1.03366,0.433594,1.67139,4.286,4,µm,Point,,,,14,Dendrite Terminal
Pt Displacement Delta Length Type=Spine Terminal,0.209454,0.922271,0.556812,0.154077,0.560617,0.477783,0.609375,10.5794,19,µm,Point,,,,14,Spine Terminal
Pt Displacement Delta Length Type=Dendrite Branch,0.441241,1.2927,0.671904,0.359268,0.47684,0.446655,0.702026,2.68762,4,µm,Point,,,,14,Dendrite Branch
Pt Displacement Delta Length Type=Spine Attachment,0.360442,0.71619,0.523642,0.0927753,0.525106,0.4823,0.578064,8.37827,16,µm,Point,,,,14,Spine Attachment
Pt Displacement Delta Length Type=Spine Branch,0.437153,1.38699,0.819459,0.379253,0.726845,0.495483,1.05078,3.27783,4,µm,Point,,,,14,Spine Branch
Pt Displacement Delta X Type=Dendrite Beginning,0,0,0,0,0,0,0,0,5,µm,Point,,Pt Displacement Delta,,1,Dendrite Beginning
Pt Displacement Delta X Type=Dendrite Terminal,0,0,0,0,0,0,0,0,6,µm,Point,,Pt Displacement Delta,,1,Dendrite Terminal
Pt Displacement Delta X Type=Spine Terminal,0,0,0,0,0,0,0,0,22,µm,Point,,Pt Displacement Delta,,1,Spine Terminal
Pt Displacement Delta X Type=Dendrite Branch,0,0,0,0,0,0,0,0,3,µm,Point,,Pt Displacement Delta,,1,Dendrite Branch
Pt Displacement Delta X Type=Spine Attachment,0,0,0,0,0,0,0,0,18,µm,Point,,Pt Displacement Delta,,1,Spine Attachment
Pt Displacement Delta X Type=Spine Branch,0,0,0,0,0,0,0,0,3,µm,Point,,Pt Displacement Delta,,1,Spine Branch
Pt Displacement Delta X Type=Dendrite Beginning,-0.283047,3.81866,1.02973,1.64021,0.291664,-0.0693359,1.39258,4.11894,4,µm,Point,,Pt Displacement Delta,,2,Dendrite Beginning
Pt Displacement Delta X Type=Dendrite Terminal,-0.896664,0.967613,-0.0440035,0.580379,0,-0.516113,0.146973,-0.396032,9,µm,Point,,Pt Displacement Delta,,2,Dendrite Terminal
Pt Displacement Delta X Type=Spine Terminal,-1.20872,1.08682,0.170663,0.493422,0.156204,0.000976563,0.350586,3.92525,23,µm,Point,,Pt Displacement Delta,,2,Spine Terminal
Pt Displacement Delta X Type=Dendrite Branch,0,0.751762,0.270159,0.278426,0.216663,0.0133057,0.422119,1.62096,6,µm,Point,,Pt Displacement Delta,,2,Dendrite Branch
Pt Displacement Delta X Type=Spine Attachment,-1.7325,1.63097,0.191697,0.691053,0.170986,-0.0107422,0.407227,4.02564,21,µm,Point,,Pt Displacement Delta,,2,Spine Attachment
Pt Displacement Delta X Type=Spine Branch,0.226175,0.226175,0.226175,0,0.226175,0.226175,0.226175,0.226175,1,µm,Point,,Pt Displacement Delta,,2,Spine Branch
Pt Displacement Delta X Type=Dendrite Beginning,-9.65163,0,-1.97697,3.46746,-0.395035,-1.2207,-0.0371094,-11.8618,6,µm,Point,,Pt Displacement Delta,,3,Dendrite Beginning
Pt Displacement Delta X Type=Dendrite Terminal,-1.76347,0.576903,-0.140589,0.845899,0,0.000976563,0.483398,-0.702943,5,µm,Point,,Pt Displacement Delta,,3,Dendrite Terminal
Pt Displacement Delta X Type=Spine Terminal,-1.40044,1.06012,-0.0810919,0.424495,0,-0.0322266,0.0244141,-2.67603,33,µm,Point,,Pt Displacement Delta,,3,Spine Terminal
Pt Displacement Delta X Type=Dendrite Branch,-1.86767,0,-0.646291,0.72077,-0.358746,-0.766113,-0.239014,-2.58516,4,µm,Point,,Pt Displacement Delta,,3,Dendrite Branch
Pt Displacement Delta X Type=Spine Attachment,-1.5979,1.08629,-0.084612,0.515258,0,0.000976563,0.0478516,-2.45375,29,µm,Point,,Pt Displacement Delta,,3,Spine Attachment
Pt Displacement Delta X Type=Spine Branch,0.024765,0.024765,0.024765,0,0.024765,0.024765,0.024765,0.024765,1,µm,Point,,Pt Displacement Delta,,3,Spine Branch
Pt Displacement Delta X Type=Dendrite Beginning,-0.229424,0.260242,0.010273,0.200037,0,-0.114502,0.130127,0.0308189,3,µm,Point,,Pt Displacement Delta,,4,Dendrite Beginning
Pt Displacement Delta X Type=Dendrite Terminal,0,1.37171,0.811721,0.587607,1.06345,0.531738,1.21729,2.43516,3,µm,Point,,Pt Displacement Delta,,4,Dendrite Terminal
Pt Displacement Delta X Type=Spine Terminal,-1.22426,1.51074,0.109233,0.540551,0,-0.0336914,0.0810547,2.62158,24,µm,Point,,Pt Displacement Delta,,4,Spine Terminal
Pt Displacement Delta X Type=Dendrite Branch,0,0.089035,0.0445175,0.0445175,0.0445175,0.0222778,0.0667725,0.089035,2,µm,Point,,Pt Displacement Delta,,4,Dendrite Branch
Pt Displacement Delta X Type=Spine Attachment,-1.63979,1.4528,0.00411996,0.636053,0,-0.233398,0.000976563,0.094759,23,µm,Point,,Pt Displacement Delta,,4,Spine Attachment
Pt Displacement Delta X Type=Spine Branch,-0.0561485,-0.0561485,-0.0561485,0,-0.0561485,-0.0561485,-0.0561485,-0.0561485,1,µm,Point,,Pt Displacement Delta,,4,Spine Branch
Pt Displacement Delta X Type=Dendrite Beginning,-0.285797,2.13124,0.461361,0.97114,0,-0.0708008,0.533692,1.84544,4,µm,Point,,Pt Displacement Delta,,5,Dendrite Beginning
Pt Displacement Delta X Type=Dendrite Terminal,-0.575836,0.555466,-0.00509262,0.400008,0,-0.143555,0.13916,-0.0203705,4,µm,Point,,Pt Displacement Delta,,5,Dendrite Terminal
Pt Displacement Delta X Type=Spine Terminal,-2.11667,0.430634,-0.00971046,0.6538,0.165955,0.0380859,0.34082,-0.126236,13,µm,Point,,Pt Displacement Delta,,5,Spine Terminal
Pt Displacement Delta X Type=Dendrite Branch,0.111725,0.348297,0.230011,0.118286,0.230011,0.170898,0.289185,0.460022,2,µm,Point,,Pt Displacement Delta,,5,Dendrite Branch
Pt Displacement Delta X Type=Spine Attachment,-0.953987,0.526306,0.233406,0.362631,0.353111,0.27002,0.406738,3.26768,14,µm,Point,,Pt Displacement Delta,,5,Spine Attachment
Pt Displacement Delta X Type=Dendrite Beginning,-0.267311,0.766762,0.167612,0.34672,0.0578728,0.000488281,0.280762,0.838062,5,µm,Point,,Pt Displacement Delta,,6,Dendrite Beginning
Pt Displacement Delta X Type=Dendrite Terminal,-0.62257,0.587006,-0.081533,0.363886,0,-0.153809,0.000488281,-0.652264,8,µm,Point,,Pt Displacement Delta,,6,Dendrite Terminal
Pt Displacement Delta X Type=Spine Terminal,-1.31168,1.30455,0.124288,0.416671,0,0.000976563,0.254883,3.10721,25,µm,Point,,Pt Displacement Delta,,6,Spine Terminal
Pt Displacement Delta X Type=Dendrite Branch,0,0.206306,0.0441564,0.0756101,0,6.10E-05,0.0440063,0.264938,6,µm,Point,,Pt Displacement Delta,,6,Dendrite Branch
Pt Displacement Delta X Type=Spine Attachment,-0.240959,1.50428,0.119965,0.321112,0,0.000488281,0.168457,2.75919,23,µm,Point,,Pt Displacement Delta,,6,Spine Attachment
Pt Displacement Delta X Type=Spine Branch,0,0,0,0,0,0,0,0,1,µm,Point,,Pt Displacement Delta,,6,Spine Branch
Pt Displacement Delta X Type=Dendrite Beginning,-11.5125,3.06979,-1.06242,4.91157,-0.0460491,-0.634766,2.23633,-6.37455,6,µm,Point,,Pt Displacement Delta,,7,Dendrite Beginning
Pt Displacement Delta X Type=Dendrite Terminal,-1.69286,1.20673,-0.117981,0.800769,0,-0.215332,0.0566406,-1.41577,12,µm,Point,,Pt Displacement Delta,,7,Dendrite Terminal
Pt Displacement Delta X Type=Spine Terminal,-1.52944,1.07658,-0.200536,0.405473,-0.1791,-0.297852,-0.131836,-5.0134,25,µm,Point,,Pt Displacement Delta,,7,Spine Terminal
Pt Displacement Delta X Type=Dendrite Branch,-1.12868,0.666611,-0.131815,0.492334,-0.0726089,-0.262207,0.0593261,-1.05452,8,µm,Point,,Pt Displacement Delta,,7,Dendrite Branch
Pt Displacement Delta X Type=Spine Attachment,-0.529163,0.237421,-0.0930804,0.1828,-0.0719223,-0.186768,0.000244141,-2.14085,23,µm,Point,,Pt Displacement Delta,,7,Spine Attachment
Pt Displacement Delta X Type=Spine Branch,-0.250174,-0.250174,-0.250174,0,-0.250174,-0.250174,-0.250174,-0.250174,1,µm,Point,,Pt Displacement Delta,,7,Spine Branch
Pt Displacement Delta X Type=Dendrite Beginning,-3.37592,6.16961,1.36673,3.28998,0.223717,0.0820313,3.73047,6.83363,5,µm,Point,,Pt Displacement Delta,,8,Dendrite Beginning
Pt Displacement Delta X Type=Dendrite Terminal,-0.0110893,0.916161,0.328427,0.305144,0.263477,0.142822,0.426025,2.95584,9,µm,Point,,Pt Displacement Delta,,8,Dendrite Terminal
Pt Displacement Delta X Type=Spine Terminal,-0.690685,0.751266,0.117729,0.249805,0.113924,0.0405273,0.198486,2.82549,24,µm,Point,,Pt Displacement Delta,,8,Spine Terminal
Pt Displacement Delta X Type=Dendrite Branch,-0.162666,0.47636,0.17797,0.199232,0.196453,0.09021,0.279053,1.06782,6,µm,Point,,Pt Displacement Delta,,8,Dendrite Branch
Pt Displacement Delta X Type=Spine Attachment,-0.250137,1.01494,0.221751,0.270376,0.187267,0.0517578,0.337891,4.87852,22,µm,Point,,Pt Displacement Delta,,8,Spine Attachment
Pt Displacement Delta X Type=Dendrite Beginning,-1.88601,-1.88601,-1.88601,0,-1.88601,-1.88601,-1.88601,-1.88601,1,µm,Point,,Pt Displacement Delta,,9,Dendrite Beginning
Pt Displacement Delta X Type=Dendrite Terminal,-0.0210533,-0.0210533,-0.0210533,0,-0.0210533,-0.0210533,-0.0210533,-0.0210533,1,µm,Point,,Pt Displacement Delta,,9,Dendrite Terminal
Pt Displacement Delta X Type=Spine Terminal,-0.834797,0.0171897,-0.381771,0.349917,-0.327706,-0.581299,-0.155273,-1.14531,3,µm,Point,,Pt Displacement Delta,,9,Spine Terminal
Pt Displacement Delta X Type=Spine Attachment,-1.37925,-0.848835,-1.076,0.223123,-0.999914,-1.18945,-0.924316,-3.22799,3,µm,Point,,Pt Displacement Delta,,9,Spine Attachment
Pt Displacement Delta X Type=Dendrite Beginning,0,0,0,0,0,0,0,0,1,µm,Point,,Pt Displacement Delta,,10,Dendrite Beginning
Pt Displacement Delta X Type=Dendrite Beginning,-1.14137,3.30341,0.806344,1.85569,0.256992,-0.443359,1.7793,2.41903,3,µm,Point,,Pt Displacement Delta,,11,Dendrite Beginning
Pt Displacement Delta X Type=Dendrite Beginning,0.333092,0.333092,0.333092,0,0.333092,0.333092,0.333092,0.333092,1,µm,Point,,Pt Displacement Delta,,12,Dendrite Beginning
Pt Displacement Delta X Type=Dendrite Terminal,0,0,0,0,0,0,0,0,8,µm,Point,,Pt Displacement Delta,,12,Dendrite Terminal
Pt Displacement Delta X Type=Spine Terminal,0,0,0,0,0,0,0,0,22,µm,Point,,Pt Displacement Delta,,12,Spine Terminal
Pt Displacement Delta X Type=Dendrite Branch,0,0,0,0,0,0,0,0,8,µm,Point,,Pt Displacement Delta,,12,Dendrite Branch
Pt Displacement Delta X Type=Spine Attachment,0,0,0,0,0,0,0,0,20,µm,Point,,Pt Displacement Delta,,12,Spine Attachment
Pt Displacement Delta X Type=Dendrite Beginning,0.0249023,0.0249023,0.0249023,0,0.0249023,0.0249023,0.0249023,0.0249023,1,µm,Point,,Pt Displacement Delta,,13,Dendrite Beginning
Pt Displacement Delta X Type=Dendrite Terminal,-0.581855,1.17644,0.00808841,0.514077,-0.138031,-0.32959,0.257568,0.0808841,10,µm,Point,,Pt Displacement Delta,,13,Dendrite Terminal
Pt Displacement Delta X Type=Spine Terminal,-0.466256,1.26578,-0.0816463,0.415933,-0.234222,-0.318848,0.000488281,-2.04116,25,µm,Point,,Pt Displacement Delta,,13,Spine Terminal
Pt Displacement Delta X Type=Dendrite Branch,-0.520134,2.0075,-0.0449012,0.850489,-0.451538,-0.470703,-0.204102,-0.314308,7,µm,Point,,Pt Displacement Delta,,13,Dendrite Branch
Pt Displacement Delta X Type=Spine Attachment,-0.718552,0.726532,-0.183645,0.311514,-0.166603,-0.342285,0.000488281,-3.85655,21,µm,Point,,Pt Displacement Delta,,13,Spine Attachment
Pt Displacement Delta X Type=Spine Branch,-0.135895,0,-0.0339737,0.0588442,0,-0.0339355,0,-0.135895,4,µm,Point,,Pt Displacement Delta,,13,Spine Branch
Pt Displacement Delta X Type=Dendrite Beginning,-0.160233,-0.160233,-0.160233,0,-0.160233,-0.160233,-0.160233,-0.160233,1,µm,Point,,Pt Displacement Delta,,14,Dendrite Beginning
Pt Displacement Delta X Type=Dendrite Terminal,0.142452,0.822229,0.485515,0.291236,0.48869,0.227661,0.746582,1.94206,4,µm,Point,,Pt Displacement Delta,,14,Dendrite Terminal
Pt Displacement Delta X Type=Spine Terminal,-0.378242,0.781494,0.200611,0.243856,0.218876,0.0678711,0.303223,3.81161,19,µm,Point,,Pt Displacement Delta,,14,Spine Terminal
Pt Displacement Delta X Type=Dendrite Branch,0.137238,1.17083,0.417219,0.435551,0.180403,0.159912,0.437256,1.66888,4,µm,Point,,Pt Displacement Delta,,14,Dendrite Branch
Pt Displacement Delta X Type=Spine Attachment,-0.132153,0.630157,0.180278,0.168927,0.170124,0.0919189,0.263428,2.88444,16,µm,Point,,Pt Displacement Delta,,14,Spine Attachment
Pt Displacement Delta X Type=Spine Branch,0.0211258,1.35895,0.604637,0.555062,0.519234,0.100098,1.02344,2.41855,4,µm,Point,,Pt Displacement Delta,,14,Spine Branch
Pt Displacement Delta Y Type=Dendrite Beginning,0,0,0,0,0,0,0,0,5,µm,Point,,Pt Displacement Delta,,1,Dendrite Beginning
Pt Displacement Delta Y Type=Dendrite Terminal,0,0,0,0,0,0,0,0,6,µm,Point,,Pt Displacement Delta,,1,Dendrite Terminal
Pt Displacement Delta Y Type=Spine Terminal,0,0,0,0,0,0,0,0,22,µm,Point,,Pt Displacement Delta,,1,Spine Terminal
Pt Displacement Delta Y Type=Dendrite Branch,0,0,0,0,0,0,0,0,3,µm,Point,,Pt Displacement Delta,,1,Dendrite Branch
Pt Displacement Delta Y Type=Spine Attachment,0,0,0,0,0,0,0,0,18,µm,Point,,Pt Displacement Delta,,1,Spine Attachment
Pt Displacement Delta Y Type=Spine Branch,0,0,0,0,0,0,0,0,3,µm,Point,,Pt Displacement Delta,,1,Spine Branch
Pt Displacement Delta Y Type=Dendrite Beginning,-3.78865,-0.118293,-1.22796,1.4897,-0.502452,-1.42383,-0.305664,-4.91185,4,µm,Point,,Pt Displacement Delta,,2,Dendrite Beginning
Pt Displacement Delta Y Type=Dendrite Terminal,-1.26234,0.152883,-0.263715,0.410322,-0.143383,-0.272949,0.00927734,-2.37343,9,µm,Point,,Pt Displacement Delta,,2,Dendrite Terminal
Pt Displacement Delta Y Type=Spine Terminal,-1.46279,0.846855,-0.214985,0.463933,-0.284598,-0.449219,0.000976563,-4.94465,23,µm,Point,,Pt Displacement Delta,,2,Spine Terminal
Pt Displacement Delta Y Type=Dendrite Branch,-0.727219,0,-0.283366,0.256326,-0.251937,-0.41687,-0.0606689,-1.7002,6,µm,Point,,Pt Displacement Delta,,2,Dendrite Branch
Pt Displacement Delta Y Type=Spine Attachment,-1.32747,0.63799,-0.381021,0.402976,-0.394463,-0.506836,-0.241211,-8.00143,21,µm,Point,,Pt Displacement Delta,,2,Spine Attachment
Pt Displacement Delta Y Type=Spine Branch,-0.332268,-0.332268,-0.332268,0,-0.332268,-0.332268,-0.332268,-0.332268,1,µm,Point,,Pt Displacement Delta,,2,Spine Branch
Pt Displacement Delta Y Type=Dendrite Beginning,-0.433483,11.1922,1.73782,4.23612,-0.150351,-0.347656,0.25,10.4269,6,µm,Point,,Pt Displacement Delta,,3,Dendrite Beginning
Pt Displacement Delta Y Type=Dendrite Terminal,-0.374804,0.30595,-0.0200993,0.2159,0,-0.0314941,0.000244141,-0.100497,5,µm,Point,,Pt Displacement Delta,,3,Dendrite Terminal
Pt Displacement Delta Y Type=Spine Terminal,-0.959045,1.26709,-0.0203265,0.469383,0,-0.114258,0.000976563,-0.670773,33,µm,Point,,Pt Displacement Delta,,3,Spine Terminal
Pt Displacement Delta Y Type=Dendrite Branch,-0.566101,0.219421,-0.0543754,0.305564,0.064589,-0.141357,0.151733,-0.217502,4,µm,Point,,Pt Displacement Delta,,3,Dendrite Branch
Pt Displacement Delta Y Type=Spine Attachment,-0.702007,0.625048,-0.0745761,0.283617,0,-0.11084,0.000488281,-2.16271,29,µm,Point,,Pt Displacement Delta,,3,Spine Attachment
Pt Displacement Delta Y Type=Spine Branch,-0.247108,-0.247108,-0.247108,0,-0.247108,-0.247108,-0.247108,-0.247108,1,µm,Point,,Pt Displacement Delta,,3,Spine Branch
Pt Displacement Delta Y Type=Dendrite Beginning,-1.2091,0.384087,-0.275003,0.678861,0,-0.604492,0.192383,-0.82501,3,µm,Point,,Pt Displacement Delta,,4,Dendrite Beginning
Pt Displacement Delta Y Type=Dendrite Terminal,-0.59913,0,-0.355334,0.256995,-0.466871,-0.533203,-0.233398,-1.066,3,µm,Point,,Pt Displacement Delta,,4,Dendrite Terminal
Pt Displacement Delta Y Type=Spine Terminal,-1.47113,1.1045,-0.0260237,0.561622,0,-0.12793,0.000976563,-0.624568,24,µm,Point,,Pt Displacement Delta,,4,Spine Terminal
Pt Displacement Delta Y Type=Dendrite Branch,-0.125998,0,-0.0629988,0.0629988,-0.0629988,-0.0945129,-0.0314636,-0.125998,2,µm,Point,,Pt Displacement Delta,,4,Dendrite Branch
Pt Displacement Delta Y Type=Spine Attachment,-0.994865,0.517559,-0.122956,0.380801,0,-0.304199,0.000488281,-2.82799,23,µm,Point,,Pt Displacement Delta,,4,Spine Attachment
Pt Displacement Delta Y Type=Spine Branch,-1.72205,-1.72205,-1.72205,0,-1.72205,-1.72205,-1.72205,-1.72205,1,µm,Point,,Pt Displacement Delta,,4,Spine Branch
Pt Displacement Delta Y Type=Dendrite Beginning,-0.25194,0,-0.0941563,0.104353,-0.0623426,-0.156433,0,-0.376625,4,µm,Point,,Pt Displacement Delta,,5,Dendrite Beginning
Pt Displacement Delta Y Type=Dendrite Terminal,-0.724938,0.0226077,-0.175583,0.317305,0,-0.18103,0.00585938,-0.702331,4,µm,Point,,Pt Displacement Delta,,5,Dendrite Terminal
Pt Displacement Delta Y Type=Spine Terminal,-1.2153,1.13043,-0.316111,0.592773,-0.401426,-0.606445,-0.254883,-4.10944,13,µm,Point,,Pt Displacement Delta,,5,Spine Terminal
Pt Displacement Delta Y Type=Dendrite Branch,-0.482224,0.0102134,-0.236006,0.246219,-0.236006,-0.359131,-0.113037,-0.472011,2,µm,Point,,Pt Displacement Delta,,5,Dendrite Branch
Pt Displacement Delta Y Type=Spine Attachment,-0.836299,1.21449,-0.310088,0.471302,-0.486805,-0.530273,-0.327148,-4.34124,14,µm,Point,,Pt Displacement Delta,,5,Spine Attachment
Pt Displacement Delta Y Type=Dendrite Beginning,-0.287083,0.372921,-0.00191307,0.237963,0,-0.216553,0.121338,-0.00956535,5,µm,Point,,Pt Displacement Delta,,6,Dendrite Beginning
Pt Displacement Delta Y Type=Dendrite Terminal,-0.110342,0.508305,0.0972893,0.206002,0,0.000244141,0.0952148,0.778315,8,µm,Point,,Pt Displacement Delta,,6,Dendrite Terminal
Pt Displacement Delta Y Type=Spine Terminal,-1.3467,0.663366,0.0295207,0.334559,0,0.000976563,0.106445,0.738017,25,µm,Point,,Pt Displacement Delta,,6,Spine Terminal
Pt Displacement Delta Y Type=Dendrite Branch,0,0.053381,0.0150312,0.0217891,0,1.53E-05,0.0276184,0.0901871,6,µm,Point,,Pt Displacement Delta,,6,Dendrite Branch
Pt Displacement Delta Y Type=Spine Attachment,-0.697326,0.373801,0.031183,0.18384,0,0.000488281,0.12793,0.717208,23,µm,Point,,Pt Displacement Delta,,6,Spine Attachment
Pt Displacement Delta Y Type=Spine Branch,0,0,0,0,0,0,0,0,1,µm,Point,,Pt Displacement Delta,,6,Spine Branch
Pt Displacement Delta Y Type=Dendrite Beginning,-4.01725,2.47235,-0.674943,2.03848,-0.0911522,-1.77637,-0.00976563,-4.04966,6,µm,Point,,Pt Displacement Delta,,7,Dendrite Beginning
Pt Displacement Delta Y Type=Dendrite Terminal,-1.12177,0.4569,-0.255137,0.486919,-0.0607846,-0.530273,0.000488281,-3.06165,12,µm,Point,,Pt Displacement Delta,,7,Dendrite Terminal
Pt Displacement Delta Y Type=Spine Terminal,-0.662322,0.778594,-0.0553109,0.322951,-0.0359478,-0.202637,0.00244141,-1.38277,25,µm,Point,,Pt Displacement Delta,,7,Spine Terminal
Pt Displacement Delta Y Type=Dendrite Branch,-0.742458,0.14308,-0.131195,0.277463,0,-0.243896,0.0427246,-1.04956,8,µm,Point,,Pt Displacement Delta,,7,Dendrite Branch
Pt Displacement Delta Y Type=Spine Attachment,-0.925388,0.286393,-0.178369,0.287991,-0.107624,-0.268066,0.000488281,-4.10248,23,µm,Point,,Pt Displacement Delta,,7,Spine Attachment
Pt Displacement Delta Y Type=Spine Branch,-0.0244713,-0.0244713,-0.0244713,0,-0.0244713,-0.0244713,-0.0244713,-0.0244713,1,µm,Point,,Pt Displacement Delta,,7,Spine Branch
Pt Displacement Delta Y Type=Dendrite Beginning,-2.76863,4.41103,0.196726,2.39867,0.170219,-1.27148,0.443359,0.983631,5,µm,Point,,Pt Displacement Delta,,8,Dendrite Beginning
Pt Displacement Delta Y Type=Dendrite Terminal,-0.529449,0.42453,0.0878844,0.269179,0.0197449,0.000244141,0.28833,0.79096,9,µm,Point,,Pt Displacement Delta,,8,Dendrite Terminal
Pt Displacement Delta Y Type=Spine Terminal,-0.548073,1.28229,0.243706,0.347093,0.250858,0.111084,0.383789,5.84894,24,µm,Point,,Pt Displacement Delta,,8,Spine Terminal
Pt Displacement Delta Y Type=Dendrite Branch,-0.0173836,0.624111,0.22194,0.225066,0.182345,0.0249023,0.336548,1.33164,6,µm,Point,,Pt Displacement Delta,,8,Dendrite Branch
Pt Displacement Delta Y Type=Spine Attachment,-0.302991,0.983341,0.193127,0.280731,0.23102,0.0205078,0.282959,4.2488,22,µm,Point,,Pt Displacement Delta,,8,Spine Attachment
Pt Displacement Delta Y Type=Dendrite Beginning,0.417633,0.417633,0.417633,0,0.417633,0.417633,0.417633,0.417633,1,µm,Point,,Pt Displacement Delta,,9,Dendrite Beginning
Pt Displacement Delta Y Type=Dendrite Terminal,-0.866301,-0.866301,-0.866301,0,-0.866301,-0.866301,-0.866301,-0.866301,1,µm,Point,,Pt Displacement Delta,,9,Dendrite Terminal
Pt Displacement Delta Y Type=Spine Terminal,-0.290516,0.81728,0.290999,0.453939,0.346233,0.027832,0.581543,0.872997,3,µm,Point,,Pt Displacement Delta,,9,Spine Terminal
Pt Displacement Delta Y Type=Spine Attachment,-1.09188,-0.00506592,-0.417954,0.480551,-0.156919,-0.624512,-0.0810547,-1.25386,3,µm,Point,,Pt Displacement Delta,,9,Spine Attachment
Pt Displacement Delta Y Type=Dendrite Beginning,0,0,0,0,0,0,0,0,1,µm,Point,,Pt Displacement Delta,,10,Dendrite Beginning
