Time,aSyn,aSyn,aSyn,aSyn-DMSO,aSyn-DMSO,aSyn-DMSO,aSyn_D2_13uM,aSyn_D2_13uM,aSyn_D2_13uM,aSyn_D3_0.67mM,aSyn_D3_0.67mM,aSyn_D3_0.67mM
44.808190,11217.670000,11009.670000,9555.667000,10175.330000,10115.330000,12304.330000,9115.000000,9840.000000,10778.000000,4849.333000,3048.333000,7503.333000
45.071780,11444.670000,11299.670000,9947.667000,10465.670000,10409.670000,12395.670000,9137.000000,9928.000000,10972.000000,4836.000000,2982.000000,7501.000000
45.335360,11488.000000,11464.000000,9723.000000,10499.330000,10412.330000,12588.330000,9393.667000,10034.670000,11134.670000,4918.000000,3204.000000,7742.000000
45.598950,11618.670000,11416.670000,9866.667000,10529.330000,10442.330000,12668.330000,9292.667000,10132.670000,11050.670000,5006.333000,3140.333000,7698.333000
45.862530,11577.330000,11338.330000,9751.333000,10609.330000,10328.330000,12462.330000,9311.667000,10096.670000,11113.670000,4950.667000,3308.667000,7744.667000
46.126110,11509.670000,11446.670000,9708.667000,10418.000000,10364.000000,12472.000000,9409.000000,10062.000000,11078.000000,4962.667000,3084.667000,7699.667000
46.389670,11309.000000,11340.000000,9712.000000,10497.670000,10207.670000,12305.670000,9332.667000,9999.667000,11066.670000,4952.667000,3170.667000,7587.667000
46.653250,11350.000000,11179.000000,9524.000000,10230.000000,10132.000000,12254.000000,9225.333000,9838.333000,10988.330000,4747.000000,2989.000000,7558.000000
46.916830,11443.330000,11307.330000,9763.333000,10197.670000,10178.670000,12226.670000,9245.000000,10007.000000,10840.000000,4740.000000,2998.000000,7432.000000
47.180390,11600.330000,11316.330000,9618.333000,10277.670000,10305.670000,12226.670000,9302.000000,10045.000000,10912.000000,4770.000000,3011.000000,7532.000000
47.443970,11556.330000,11516.330000,9752.333000,10742.670000,10478.670000,12324.670000,9447.667000,10007.670000,11068.670000,4930.333000,3147.333000,7643.333000
47.707550,11734.000000,11568.000000,9797.000000,10582.670000,10450.670000,12517.670000,9453.667000,10132.670000,11226.670000,4943.333000,3074.333000,7685.333000
47.971140,11760.000000,11537.000000,10116.000000,10549.330000,10366.330000,12568.330000,9340.667000,10171.670000,11213.670000,4940.333000,3258.333000,7688.333000
48.234700,11664.670000,11514.670000,10030.670000,10917.330000,10460.330000,12431.330000,9402.667000,10176.670000,11176.670000,4833.667000,3075.667000,7664.667000
48.498280,11550.670000,11499.670000,10009.670000,10629.000000,10446.000000,12325.000000,9575.667000,10091.670000,11128.670000,4824.000000,2993.000000,7662.000000
48.761860,11375.000000,11102.000000,9441.000000,10254.670000,9993.667000,12097.670000,9240.333000,9807.333000,10883.330000,4770.333000,3009.333000,7506.333000
49.025420,11353.330000,11280.330000,9531.333000,10210.670000,10161.670000,12044.670000,9114.000000,9804.000000,10857.000000,4677.333000,3010.333000,7390.333000
49.289000,11498.000000,11188.000000,9634.000000,10597.330000,10061.330000,12060.330000,9254.000000,9758.000000,10829.000000,4715.333000,3100.333000,7498.333000
49.552580,11633.670000,11443.670000,9667.667000,10418.670000,10212.670000,12173.670000,9273.000000,9877.000000,10915.000000,4756.000000,3043.000000,7548.000000
49.816170,11734.000000,11541.000000,9747.000000,10889.670000,10467.670000,12326.670000,9465.333000,9987.333000,11063.330000,4685.000000,2964.000000,7671.000000
50.079750,11738.330000,11692.330000,9949.333000,10529.330000,10424.330000,12290.330000,9431.667000,9975.667000,11069.670000,4865.333000,2975.333000,7744.333000
50.343330,11601.000000,11675.000000,10010.000000,10718.330000,10384.330000,12250.330000,9311.667000,9973.667000,11048.670000,4614.333000,2865.333000,7607.333000
50.606890,11677.670000,11594.670000,9891.667000,10465.330000,10376.330000,12283.330000,9357.333000,10000.330000,11131.330000,4826.333000,3057.333000,7661.333000
50.870470,11845.670000,11704.670000,9880.667000,10608.000000,10432.000000,12336.000000,9405.667000,10200.670000,11140.670000,4686.667000,3031.667000,7830.667000
51.134060,11605.670000,11565.670000,9869.667000,10472.000000,10229.000000,12133.000000,9383.000000,10030.000000,11103.000000,4653.667000,3057.667000,7632.667000
51.397640,11549.000000,11494.000000,9750.000000,10300.670000,10178.670000,11992.670000,9219.333000,9795.333000,10903.330000,4736.667000,2918.667000,7505.667000
51.661190,11382.000000,11452.000000,9727.000000,10596.670000,10115.670000,11977.670000,9183.333000,9819.333000,10807.330000,4591.333000,3059.333000,7512.333000
51.924780,11692.670000,11685.670000,9769.667000,10579.330000,10321.330000,12131.330000,9267.000000,10021.000000,10977.000000,4639.667000,2882.667000,7663.667000
52.188360,11837.670000,11737.670000,9967.667000,10644.670000,10359.670000,12187.670000,9308.333000,10023.330000,11105.330000,4686.000000,3183.000000,7762.000000
52.451950,11830.670000,11776.670000,10314.670000,10563.000000,10475.000000,12318.000000,9429.667000,10123.670000,11259.670000,4760.667000,2969.667000,7700.667000
52.715500,11840.330000,11697.330000,10168.330000,10566.000000,10444.000000,12266.000000,9410.333000,10119.330000,11063.330000,4689.000000,3001.000000,7746.000000
52.979080,11865.000000,11755.000000,10037.000000,10624.330000,10484.330000,12176.330000,9420.333000,10049.330000,11092.330000,4827.333000,3004.333000,7816.333000
53.242670,11576.330000,11605.330000,9971.333000,10407.330000,10274.330000,12003.330000,9297.667000,9966.667000,10991.670000,4663.333000,2994.333000,7689.333000
53.506250,11589.000000,11586.000000,9877.000000,10227.000000,10214.000000,11799.000000,9123.000000,9785.000000,10855.000000,4756.000000,2926.000000,7501.000000
53.769810,11598.330000,11399.330000,9934.333000,10390.000000,10266.000000,11953.000000,9142.667000,9838.667000,10866.670000,4697.000000,2941.000000,7468.000000
54.033390,11771.670000,11655.670000,10003.670000,10555.330000,10263.330000,12018.330000,9417.000000,9944.000000,11086.000000,4897.667000,3099.667000,7682.667000
54.296970,11768.670000,11835.670000,10265.670000,10575.330000,10575.330000,12143.330000,9460.667000,10048.670000,11068.670000,4697.000000,2922.000000,7710.000000
54.560550,11807.000000,11823.000000,10440.000000,10630.330000,10524.330000,12345.330000,9605.000000,10156.000000,11327.000000,4881.000000,2936.000000,7860.000000
54.824140,11890.670000,11798.670000,10328.670000,10989.330000,10563.330000,12314.330000,9506.333000,10193.330000,11186.330000,5004.333000,3100.333000,7807.333000
55.087720,11826.670000,11809.670000,10316.670000,10954.000000,10634.000000,12281.000000,9562.333000,10109.330000,11270.330000,4922.667000,2960.667000,7792.667000
55.351310,11642.000000,11650.000000,10198.000000,10629.000000,10443.000000,12084.000000,9509.667000,10045.670000,11087.670000,5001.667000,3014.667000,7724.667000
55.614860,11601.330000,11477.330000,10030.330000,10322.670000,10298.670000,11845.670000,9286.667000,9860.667000,10959.670000,4728.333000,2878.333000,7593.333000
55.878440,11617.000000,11599.000000,10036.000000,10657.330000,10386.330000,11779.330000,9251.000000,9855.000000,10833.000000,4869.667000,2852.667000,7611.667000
56.142030,11787.670000,11701.670000,10481.670000,10508.670000,10411.670000,11936.670000,9391.333000,9902.333000,11035.330000,4943.000000,3069.000000,7679.000000
56.405610,11920.670000,11772.670000,10233.670000,10712.330000,10529.330000,12177.330000,9465.000000,10083.000000,11253.000000,4996.000000,3133.000000,7724.000000
56.669190,11972.670000,12029.670000,10639.670000,10732.670000,10710.670000,12149.670000,9545.333000,10098.330000,11247.330000,5165.333000,2990.333000,7908.333000
56.932780,11919.000000,12049.000000,10532.000000,10696.330000,10677.330000,12201.330000,9604.000000,10133.000000,11190.000000,5092.333000,3103.333000,7898.333000
57.196330,11904.330000,11825.330000,10433.330000,10650.330000,10564.330000,12132.330000,9508.000000,10083.000000,11124.000000,5007.333000,3271.333000,7779.333000
57.459920,11806.000000,11690.000000,10313.000000,10370.330000,10349.330000,11896.330000,9410.333000,9985.333000,10940.330000,5009.000000,3149.000000,7687.000000
57.723500,11756.000000,11695.000000,10273.000000,10396.670000,10337.670000,11856.670000,9487.000000,9949.000000,10929.000000,4895.333000,3213.333000,7578.333000
57.987080,11779.000000,11722.000000,10402.000000,10381.330000,10516.330000,11869.330000,9394.000000,9857.000000,10857.000000,5048.333000,3149.333000,7729.333000
58.250640,11782.000000,11761.000000,10469.000000,10476.670000,10464.670000,12007.670000,9457.667000,9955.667000,11023.670000,5091.000000,3330.000000,7552.000000
58.514220,11974.000000,11947.000000,10656.000000,10490.670000,10528.670000,12043.670000,9509.000000,10008.000000,11105.000000,5047.333000,3250.333000,7884.333000
58.777810,12083.000000,11989.000000,10806.000000,10631.330000,10716.330000,12232.330000,9571.000000,10144.000000,11222.000000,5119.667000,3391.667000,7857.667000
59.041390,12012.000000,12096.000000,10756.000000,10727.330000,10693.330000,12214.330000,9682.000000,10181.000000,11247.000000,5124.667000,3512.667000,7827.667000
59.304970,12200.330000,12156.330000,10764.330000,10701.670000,10631.670000,12157.670000,9743.667000,10259.670000,11276.670000,5026.333000,3476.333000,7840.333000
59.568530,12023.330000,11935.330000,10672.330000,10655.000000,10749.000000,12079.000000,9732.000000,10150.000000,11091.000000,5205.667000,3475.667000,7923.667000
59.832110,11793.670000,11905.670000,10536.670000,10652.330000,10656.330000,11922.330000,9467.333000,10182.330000,11015.330000,5138.000000,3501.000000,7809.000000
60.095700,11737.000000,11713.000000,10543.000000,10387.670000,10687.670000,11692.670000,9335.667000,9932.667000,10919.670000,5050.333000,3369.333000,7585.333000
60.359280,11854.000000,11777.000000,10597.000000,10431.000000,10779.000000,11857.000000,9451.333000,9938.333000,10915.330000,5046.333000,3363.333000,7643.333000
60.622860,12057.000000,11939.000000,10506.000000,10553.670000,10916.670000,12006.670000,9589.667000,10168.670000,10934.670000,5083.000000,3481.000000,7737.000000
60.886440,12203.000000,12075.000000,10594.000000,10730.000000,11141.000000,11997.000000,9684.000000,10197.000000,11107.000000,5195.333000,3611.333000,7935.333000
61.150000,12055.330000,12092.330000,10806.330000,10871.670000,11198.670000,12255.670000,9765.667000,10266.670000,11313.670000,5152.667000,3546.667000,7936.667000
61.413580,12194.000000,12019.000000,10766.000000,10763.670000,11235.670000,12123.670000,9708.667000,10241.670000,11207.670000,5168.667000,3458.667000,7928.667000
61.677170,12106.330000,12078.330000,10709.330000,10856.330000,11299.330000,12074.330000,9737.667000,10170.670000,11146.670000,5355.333000,3568.333000,7832.333000
61.940750,11701.670000,11775.670000,10615.670000,10642.000000,10959.000000,11871.000000,9502.000000,10057.000000,11066.000000,5199.667000,3610.667000,7832.667000
62.204330,11830.000000,11769.000000,10456.000000,10419.670000,10917.670000,11797.670000,9428.667000,9908.667000,10876.670000,5148.333000,3654.333000,7720.333000
62.467920,12044.000000,11817.000000,10593.000000,10552.670000,11037.670000,11902.670000,9519.000000,9970.000000,10933.000000,5197.333000,3591.333000,7664.333000
62.731500,12161.330000,11898.330000,10713.330000,10636.330000,11353.330000,11977.330000,9593.000000,10247.000000,10954.000000,5029.667000,3637.667000,7754.667000
62.995060,11996.670000,12092.670000,10739.670000,10752.000000,11304.000000,12029.000000,9816.333000,10226.330000,11124.330000,5239.000000,3722.000000,7860.000000
63.258640,12055.330000,12064.330000,10730.330000,10859.670000,11368.670000,12090.670000,9775.667000,10399.670000,11211.670000,5213.000000,3749.000000,7929.000000
63.522220,12168.000000,12217.000000,10817.000000,10832.670000,11071.670000,12043.670000,9746.333000,10324.330000,11192.330000,5302.333000,3699.333000,7883.333000
63.785800,12202.330000,12026.330000,10995.330000,10696.670000,11127.670000,11999.670000,9798.667000,10351.670000,11153.670000,5253.333000,3859.333000,7929.333000
64.049390,11874.330000,11876.330000,10574.330000,10518.670000,10985.670000,11894.670000,9597.667000,10144.670000,11113.670000,5265.667000,3739.667000,7983.667000
64.312970,11833.000000,11757.000000,10583.000000,10647.670000,10996.670000,11759.670000,9488.667000,10112.670000,10878.670000,5280.667000,3762.667000,7769.667000
64.576530,11946.000000,11796.000000,10764.000000,10761.330000,10976.330000,11738.330000,9486.000000,10185.000000,10995.000000,5133.000000,3738.000000,7699.000000
64.840110,12036.000000,11951.000000,11009.000000,10740.330000,11120.330000,11930.330000,9654.667000,10375.670000,11021.670000,5374.000000,3669.000000,7903.000000
65.103690,12047.330000,12033.330000,11367.330000,10994.330000,11280.330000,12017.330000,9751.333000,10359.330000,11186.330000,5249.333000,3830.333000,7894.333000
65.367280,12190.330000,12056.330000,11204.330000,11367.670000,11231.670000,12093.670000,9798.667000,10507.670000,11287.670000,5299.333000,3765.333000,7959.333000
65.630860,12165.670000,12070.670000,11260.670000,11200.330000,11487.330000,12086.330000,9918.667000,10436.670000,11243.670000,5260.667000,3844.667000,8008.667000
65.894450,12107.670000,12021.670000,11153.670000,11164.670000,11315.670000,12062.670000,9716.333000,10371.330000,11275.330000,5249.667000,3726.667000,7863.667000
66.158000,11995.000000,11925.000000,11124.000000,10935.670000,11125.670000,11935.670000,9757.333000,10296.330000,11174.330000,5287.333000,3843.333000,7837.333000
66.421590,11903.000000,11846.000000,10932.000000,11141.330000,11079.330000,11699.330000,9460.667000,10130.670000,10855.670000,5240.333000,3769.333000,7826.333000
66.685170,11981.330000,11870.330000,10949.330000,10946.000000,10874.000000,11720.000000,9468.000000,10088.000000,10853.000000,5255.000000,3765.000000,7529.000000
66.948750,12143.330000,11951.330000,11051.330000,11226.670000,11203.670000,11977.670000,9693.333000,10364.330000,10992.330000,5369.333000,3680.333000,7773.333000
67.212330,12142.330000,12204.330000,11188.330000,11135.000000,11268.000000,12031.000000,9766.667000,10453.670000,11236.670000,5297.667000,3809.667000,7879.667000
67.475890,12122.330000,12168.330000,11371.330000,11383.330000,11603.330000,12087.330000,9852.667000,10616.670000,11316.670000,5440.667000,3938.667000,8105.667000
67.739470,12365.670000,12205.670000,11324.670000,11308.000000,11382.000000,12203.000000,9978.333000,10627.330000,11255.330000,5412.667000,3966.667000,8098.667000
68.003050,12168.000000,12161.000000,11453.000000,11230.330000,11628.330000,12043.330000,9933.667000,10569.670000,11225.670000,5418.000000,4025.000000,8043.000000
68.266640,12207.000000,12077.000000,11331.000000,11101.330000,11476.330000,11946.330000,9841.000000,10564.000000,11285.000000,5467.667000,3875.667000,8023.667000
68.530200,11802.670000,11798.670000,10999.670000,10941.000000,11078.000000,11682.000000,9703.667000,10446.670000,11047.670000,5331.667000,3976.667000,7915.667000
68.793780,11901.670000,11884.670000,10935.670000,10748.000000,10977.000000,11734.000000,9599.333000,10303.330000,10931.330000,5222.000000,3830.000000,7810.000000
69.057360,11865.670000,11897.670000,10978.670000,11052.000000,11154.000000,11589.000000,9576.333000,10397.330000,11014.330000,5265.333000,3789.333000,7804.333000
69.320950,12027.670000,12067.670000,11141.670000,10965.670000,11134.670000,11773.670000,9633.000000,10476.000000,11018.000000,5345.333000,3781.333000,7940.333000
69.584530,12275.000000,12197.000000,11325.000000,11469.330000,11264.330000,12116.330000,9916.333000,10700.330000,11219.330000,5421.000000,3975.000000,8024.000000
69.848110,12301.000000,12304.000000,11286.000000,11237.000000,11460.000000,12001.000000,9877.667000,10803.670000,11330.670000,5363.667000,3942.667000,8059.667000
70.111660,12253.330000,12124.330000,11255.330000,11163.000000,11434.000000,12003.000000,9873.000000,10604.000000,11289.000000,5338.667000,3945.667000,8003.667000
70.375250,12237.670000,12234.670000,11343.670000,11442.670000,11315.670000,11998.670000,9787.333000,10754.330000,11211.330000,5402.333000,4002.333000,8085.333000
70.638830,12186.670000,12176.670000,11295.670000,11338.670000,11310.670000,11983.670000,9927.333000,10739.330000,11248.330000,5317.333000,4188.333000,8069.333000
70.902420,11835.670000,11739.670000,11002.670000,11080.670000,11182.670000,11605.670000,9710.000000,10506.000000,10996.000000,5346.667000,4068.667000,8017.667000
71.165970,11851.330000,11895.330000,11057.330000,10891.330000,11017.330000,11732.330000,9531.333000,10564.330000,10866.330000,5264.667000,3935.667000,7737.667000
71.429560,11933.330000,11885.330000,11176.330000,11070.000000,10934.000000,11624.000000,9639.667000,10379.670000,10991.670000,5218.333000,3981.333000,7826.333000
71.693140,12040.330000,11942.330000,11172.330000,11029.000000,11113.000000,11672.000000,9667.667000,10663.670000,10995.670000,5508.000000,4093.000000,7744.000000
71.956720,12367.330000,12137.330000,11232.330000,11090.670000,11249.670000,11842.670000,9839.667000,10753.670000,11232.670000,5339.333000,4048.333000,8080.333000
72.220280,12174.670000,12235.670000,11283.670000,11460.000000,11358.000000,11913.000000,9801.333000,10771.330000,11243.330000,5499.333000,4091.333000,8048.333000
72.483860,12312.670000,12207.670000,11220.670000,11124.330000,11464.330000,11942.330000,9825.667000,10808.670000,11202.670000,5485.667000,4114.667000,8039.667000
72.747440,12111.000000,12048.000000,11391.000000,11272.330000,11416.330000,11962.330000,9880.333000,10777.330000,11178.330000,5441.333000,4065.333000,8044.333000
73.011020,12085.670000,12098.670000,11281.670000,11298.330000,11258.330000,11845.330000,9865.000000,10790.000000,11175.000000,5507.333000,3875.333000,8049.333000
73.274580,12298.330000,12208.330000,11408.330000,11356.000000,11348.000000,11868.000000,9820.000000,10856.000000,11187.000000,5412.000000,4132.000000,8023.000000
73.538170,11965.670000,12010.670000,11157.670000,10932.000000,10946.000000,11702.000000,9687.667000,10761.670000,11055.670000,5369.667000,4036.667000,7952.667000
73.801750,11909.000000,12043.000000,11165.000000,11199.670000,11033.670000,11679.670000,9631.000000,10708.000000,10964.000000,5366.000000,4047.000000,7942.000000
74.065330,12141.670000,12068.670000,11184.670000,11178.000000,11073.000000,11656.000000,9668.333000,10709.330000,11129.330000,5406.333000,4059.333000,8025.333000
74.328890,12101.670000,12173.670000,11320.670000,11063.670000,11174.670000,11651.670000,9726.000000,10860.000000,11213.000000,5611.333000,4086.333000,7994.333000
74.592480,12265.670000,12327.670000,11448.670000,11040.330000,11353.330000,12038.330000,9751.667000,11008.670000,11113.670000,5526.000000,4136.000000,8101.000000
74.856060,12212.330000,12198.330000,11215.330000,11202.330000,11364.330000,11962.330000,9771.333000,10888.330000,11135.330000,5507.000000,4009.000000,8134.000000
75.119640,12166.330000,12298.330000,11446.330000,11297.330000,11388.330000,11860.330000,9761.333000,10939.330000,11182.330000,5410.667000,4097.667000,8047.667000
75.383220,12265.000000,12324.000000,11363.000000,11045.000000,11332.000000,11843.000000,9818.333000,10914.330000,11285.330000,5498.333000,4179.333000,8024.333000
75.646770,12111.000000,12147.000000,11363.000000,11315.670000,11329.670000,11850.670000,9828.667000,10865.670000,11178.670000,5613.000000,4151.000000,8165.000000
75.910360,11986.330000,12033.330000,11184.330000,10848.330000,11071.330000,11586.330000,9613.667000,10734.670000,11141.670000,5383.667000,3965.667000,7979.667000
76.173940,11912.670000,11799.670000,11008.670000,11006.670000,10928.670000,11346.670000,9487.000000,10609.000000,10767.000000,5287.333000,3975.333000,7730.333000
76.437500,11960.000000,11878.000000,10879.000000,10809.670000,11080.670000,11443.670000,9679.000000,10630.000000,10826.000000,5356.333000,4103.333000,7804.333000
76.701080,12146.330000,12044.330000,11262.330000,11180.670000,10910.670000,11653.670000,9664.667000,10756.670000,11004.670000,5411.000000,4153.000000,7928.000000
76.964670,12189.670000,12110.670000,11553.670000,11156.670000,11244.670000,11799.670000,9812.000000,10916.000000,11025.000000,5504.333000,4160.333000,7994.333000
77.228250,12240.000000,12168.000000,11285.000000,11001.670000,11397.670000,11759.670000,9804.000000,10982.000000,11190.000000,5551.667000,4262.667000,7991.667000
77.491840,12148.670000,12216.670000,11401.670000,11328.330000,11390.330000,11743.330000,9898.667000,10937.670000,11206.670000,5551.000000,4269.000000,8039.000000
77.755390,12333.000000,12225.000000,11289.000000,10854.670000,11224.670000,11765.670000,9865.000000,10956.000000,11305.000000,5523.333000,4122.333000,8126.333000
78.018970,12008.000000,12115.000000,11038.000000,10851.670000,11074.670000,11586.670000,9754.667000,10719.670000,11164.670000,5346.333000,4131.333000,8049.333000
78.282550,11813.330000,11967.330000,10899.330000,10831.330000,10980.330000,11416.330000,9538.000000,10654.000000,10909.000000,5329.667000,4074.667000,7815.667000
78.546140,11865.330000,11811.330000,11006.330000,10873.330000,10980.330000,11415.330000,9426.000000,10479.000000,10952.000000,5230.667000,4069.667000,7771.667000
78.809690,12048.330000,11845.330000,11134.330000,10910.330000,10934.330000,11456.330000,9524.667000,10705.670000,10895.670000,5438.667000,4073.667000,7853.667000
79.073280,11923.330000,12124.330000,11318.330000,10978.670000,11205.670000,11541.670000,9638.667000,10760.670000,10966.670000,5488.000000,4100.000000,7950.000000
79.336860,12181.670000,12211.670000,11256.670000,11119.000000,11329.000000,11708.000000,9732.000000,10955.000000,11192.000000,5577.667000,4272.667000,7999.667000
79.600440,12294.330000,12124.330000,11174.330000,10820.000000,10992.000000,11696.000000,9663.000000,10868.000000,11144.000000,5482.333000,4350.333000,8012.333000
79.864030,12220.000000,12243.000000,11260.000000,10922.000000,11244.000000,11607.000000,9705.667000,10899.670000,11107.670000,5418.667000,4190.667000,8056.667000
80.127610,12099.000000,12122.000000,11176.000000,11095.670000,11160.670000,11616.670000,9698.667000,10976.670000,11122.670000,5485.667000,4077.667000,8043.667000
80.391170,11969.330000,11899.330000,11084.330000,10665.670000,10778.670000,11622.670000,9562.667000,10738.670000,10960.670000,5425.667000,4065.667000,7944.667000
80.654750,11884.670000,11945.670000,11051.670000,10790.000000,10953.000000,11343.000000,9495.667000,10670.670000,10881.670000,5413.000000,3987.000000,7756.000000
80.918330,12021.330000,11906.330000,11062.330000,10658.330000,11175.330000,11381.330000,9588.333000,10589.330000,10893.330000,5364.667000,4036.667000,7837.667000
81.181890,12136.670000,12042.670000,11098.670000,10853.000000,11101.000000,11319.000000,9523.667000,10753.670000,11013.670000,5500.000000,4081.000000,7889.000000
81.445470,12158.330000,12238.330000,11294.330000,11177.000000,11395.000000,11607.000000,9677.000000,10961.000000,10987.000000,5417.000000,4220.000000,8158.000000
81.709050,12330.330000,12121.330000,11243.330000,10945.330000,11341.330000,11707.330000,9685.667000,11038.670000,11128.670000,5526.333000,4333.333000,8148.333000
81.972640,12205.330000,12118.330000,11276.330000,11059.330000,11062.330000,11662.330000,9727.000000,11029.000000,11109.000000,5509.333000,4117.333000,8221.333000
82.236220,12165.000000,12245.000000,11455.000000,10931.330000,11162.330000,11693.330000,9804.333000,11090.330000,11200.330000,5390.333000,4347.333000,8122.333000
82.499780,11989.670000,11937.670000,11140.670000,10949.000000,11251.000000,11619.000000,9628.333000,10978.330000,11091.330000,5451.667000,4283.667000,8159.667000
82.763360,11853.330000,11836.330000,10976.330000,10813.330000,10800.330000,11413.330000,9502.000000,10665.000000,10889.000000,5243.667000,4085.667000,7842.667000
83.026950,11794.670000,11908.670000,11150.670000,10623.330000,10729.330000,11296.330000,9505.000000,10673.000000,10745.000000,5257.333000,4152.333000,7950.333000
83.290500,12041.000000,12123.000000,11105.000000,10643.330000,11050.330000,11380.330000,9561.000000,10756.000000,10842.000000,5508.667000,4112.667000,7854.667000
83.554080,11998.330000,12070.330000,11233.330000,10805.670000,11129.670000,11466.670000,9507.667000,10730.670000,11032.670000,5329.667000,4242.667000,8081.667000
83.817670,12158.000000,12276.000000,11433.000000,10931.000000,11264.000000,11543.000000,9727.000000,11093.000000,11252.000000,5528.667000,4260.667000,8227.667000
84.081250,12267.670000,12160.670000,11455.670000,11090.000000,11199.000000,11506.000000,9660.333000,11024.330000,11191.330000,5629.667000,4256.667000,8207.667000
84.344830,12299.330000,12223.330000,11263.330000,11057.330000,11235.330000,11546.330000,9674.667000,10999.670000,11091.670000,5495.333000,4307.333000,8229.333000
84.608410,12183.330000,12250.330000,11365.330000,10981.670000,11199.670000,11556.670000,9761.333000,10980.330000,11244.330000,5521.000000,4337.000000,8294.000000
84.872000,12174.000000,12182.000000,11359.000000,10972.670000,11134.670000,11523.670000,9620.000000,11121.000000,11045.000000,5618.333000,4306.333000,8222.333000
85.135560,12142.330000,12171.330000,11314.330000,10860.330000,11364.330000,11498.330000,9649.000000,10979.000000,11227.000000,5572.333000,4158.333000,8156.333000
85.399140,12184.330000,12088.330000,11413.330000,10992.330000,11159.330000,11490.330000,9783.333000,10971.330000,11085.330000,5480.000000,4270.000000,8266.000000
85.662720,11936.670000,11928.670000,11003.670000,10863.670000,10824.670000,11243.670000,9468.000000,10850.000000,10962.000000,5351.333000,4240.333000,8050.333000
85.926310,11838.330000,11783.330000,11153.330000,10613.330000,10858.330000,11279.330000,9332.333000,10627.330000,10746.330000,5320.333000,4097.333000,7995.333000
86.189890,11877.330000,11958.330000,11121.330000,10662.670000,10951.670000,11240.670000,9445.333000,10806.330000,10956.330000,5404.000000,4185.000000,8076.000000
86.453450,12048.330000,12097.330000,11194.330000,10792.330000,10939.330000,11463.330000,9562.667000,10839.670000,10922.670000,5449.333000,4144.333000,7966.333000
86.717030,12373.000000,12183.000000,11519.000000,10793.670000,11274.670000,11559.670000,9593.333000,10966.330000,11148.330000,5574.667000,4377.667000,8251.667000
86.980610,12235.330000,12273.330000,11514.330000,11133.330000,11153.330000,11548.330000,9772.000000,11162.000000,11283.000000,5563.667000,4301.667000,8388.667000
87.244190,12220.000000,12088.000000,11352.000000,10870.670000,11131.670000,11531.670000,9703.000000,11057.000000,11162.000000,5503.667000,4216.667000,8349.667000
87.507770,12158.670000,12199.670000,11370.670000,11052.670000,11198.670000,11545.670000,9665.667000,11065.670000,11005.670000,5460.333000,4370.333000,8189.333000
87.771330,11935.000000,11945.000000,11093.000000,10698.330000,10994.330000,11294.330000,9515.667000,10880.670000,10908.670000,5463.000000,4374.000000,8157.000000
88.034920,11928.330000,11789.330000,11029.330000,10558.330000,10779.330000,11224.330000,9427.667000,10739.670000,10854.670000,5370.667000,4282.667000,8179.667000
88.298500,12028.000000,11966.000000,11103.000000,10680.670000,10706.670000,11259.670000,9449.333000,10766.330000,10960.330000,5436.333000,4242.333000,8267.333000
88.562080,12022.330000,11940.330000,11124.330000,10797.670000,10976.670000,11333.670000,9473.333000,10803.330000,10940.330000,5355.667000,4227.667000,8341.667000
88.825640,12136.670000,12152.670000,11303.670000,10885.330000,11063.330000,11353.330000,9582.667000,11033.670000,11035.670000,5372.667000,4314.667000,8417.667000
89.089230,12233.670000,12195.670000,11521.670000,10990.000000,11156.000000,11600.000000,9747.000000,11070.000000,11182.000000,5553.667000,4316.667000,8493.667000
89.352810,12263.000000,12242.000000,11335.000000,10866.330000,10955.330000,11449.330000,9762.000000,11082.000000,11063.000000,5551.000000,4428.000000,8467.000000
89.616390,12145.000000,12115.000000,11333.000000,10921.330000,11190.330000,11412.330000,9631.667000,11063.670000,11290.670000,5544.000000,4419.000000,8444.000000
89.879940,12203.330000,12242.330000,11460.330000,11063.670000,11280.670000,11549.670000,9722.333000,11046.330000,11061.330000,5489.000000,4318.000000,8405.000000
90.143550,11801.330000,11921.330000,11173.330000,10750.670000,10909.670000,11243.670000,9413.333000,10749.330000,10893.330000,5421.667000,4326.667000,8254.667000
90.407110,11952.330000,11898.330000,11100.330000,10690.000000,10737.000000,11192.000000,9360.000000,10793.000000,10835.000000,5338.667000,4254.667000,8122.667000
90.670690,11964.000000,12038.000000,11195.000000,10719.330000,10963.330000,11216.330000,9539.333000,10782.330000,10827.330000,5428.000000,4213.000000,8170.000000
90.934280,12057.000000,12035.000000,11279.000000,10665.330000,10735.330000,11273.330000,9554.333000,10847.330000,10921.330000,5424.667000,4263.667000,8329.667000
91.197860,12181.330000,12199.330000,11196.330000,10858.330000,11236.330000,11418.330000,9605.000000,10911.000000,11070.000000,5402.333000,4370.333000,8344.333000
91.461420,12170.330000,12261.330000,11346.330000,10811.670000,11426.670000,11500.670000,9771.333000,11005.330000,11209.330000,5440.333000,4311.333000,8599.333000
91.725000,12335.330000,12259.330000,11391.330000,10935.670000,11568.670000,11658.670000,9761.667000,10951.670000,11158.670000,5615.667000,4420.667000,8514.667000
91.988560,12192.330000,12291.330000,11455.330000,11016.330000,11329.330000,11474.330000,9676.333000,11092.330000,11152.330000,5554.000000,4369.000000,8559.000000
