frame,phenotype,cell,sample,intesnsity
102,WT,cPRC,26,1.273221713
102,WT,cPRC,27,1.428023517
102,WT,cPRC,28,1.133023118
102,WT,cPRC,29,1.225273688
102,WT,cPRC,30,1.425128869
102,WT,cPRC,31,1.510349679
102,WT,cPRC,32,0.832610312
102,WT,cPRC,33,0.96841214
102,WT,cPRC,34,0.981892148
102,WT,cPRC,35,0.90234346
102,WT,cPRC,36,0.941657618
102,WT,cPRC,37,0.957319473
102,WT,INNOS,38,1.798745906
102,WT,INNOS,39,1.074390903
102,WT,INNOS,40,0.955250278
102,WT,INNOS,41,0.799693592
102,WT,INNOS,42,1.547937229
102,WT,INNOS,43,1.018822184
102,WT,INNOS,44,1.177979334
102,WT,INNOS,45,1.290099457
102,WT,INNOS,46,0.955018079
102,WT,INNOS,47,1.963622306
102,WT,INNOS,48,1.333149506
102,WT,INNOS,49,1.158618754
102,WT,INNOS,50,0.963550367
102,WT,INNOS,51,1.113406509
102,WT,INNOS,52,1.045959988
102,WT,INNOS,53,0.912103944
102,WT,INNOS,54,1.35421226
102,WT,INNOS,55,1.275346758
102,WT,INNOS,56,2.056720083
102,WT,INNOS,57,1.212960055
102,WT,INNOS,58,1.098742207
102,WT,INNOS,59,1.584965781
102,WT,INNOS,60,1.247904088
102,WT,INNOS,61,0.959792146
102,WT,INNOS,62,1.1080322
102,WT,INNOS,63,1.050261614
102,WT,INNOS,64,1.101231441
102,NOS11,cPRC,65,0.641882181
102,NOS11,cPRC,66,0.851872985
102,NOS11,cPRC,67,0.586566207
102,NOS11,cPRC,68,1.167214903
102,NOS11,cPRC,69,0.559084515
102,NOS11,cPRC,70,0.807857761
102,NOS11,cPRC,71,0.66815128
102,NOS11,cPRC,72,0.821027449
102,NOS11,cPRC,73,0.693756985
102,NOS11,cPRC,74,0.73276732
102,NOS11,cPRC,75,0.626110401
102,NOS11,cPRC,76,0.501184502
102,NOS11,cPRC,77,0.778813268
102,NOS11,cPRC,78,0.924121642
102,NOS11,cPRC,79,0.749354265
102,NOS11,cPRC,80,0.78712547
102,NOS11,cPRC,81,0.724500223
102,NOS11,cPRC,82,0.493184804
102,NOS11,INNOS,83,1.161022561
102,NOS11,INNOS,84,0.93050691
102,NOS11,INNOS,85,1.065750162
102,NOS11,INNOS,86,1.335464415
102,NOS11,INNOS,87,0.558078285
102,NOS11,INNOS,88,1.420801783
102,NOS11,INNOS,89,1.393023203
102,NOS11,INNOS,90,1.020483012
102,NOS11,INNOS,91,1.180514443
102,NOS11,INNOS,92,1.290632698
102,NOS11,INNOS,93,0.91776467
102,NOS11,INNOS,94,1.061168411
102,NOS11,INNOS,95,1.482909907
102,NOS11,INNOS,96,1.380666072
102,NOS11,INNOS,97,0.999546321
102,NOS11,INNOS,98,1.066646888
102,NOS11,INNOS,99,1.266546785
102,NOS11,INNOS,100,0.983873283
102,NOS11,INNOS,101,0.958698108
102,NOS11,INNOS,102,1.030433506
102,NOS11,INNOS,103,1.258810047
103,WT,cPRC,2,1.667251017
103,WT,cPRC,3,1.722192038
103,WT,cPRC,4,1.89179522
103,WT,cPRC,5,1.66787064
103,WT,cPRC,6,1.889966244
103,WT,cPRC,7,1.778783315
103,WT,cPRC,8,0.873263653
103,WT,cPRC,9,1.315264319
103,WT,cPRC,10,2.290163608
103,WT,cPRC,11,2.001722676
103,WT,cPRC,12,1.460250695
103,WT,cPRC,13,1.426482849
103,WT,cPRC,14,1.228549871
103,WT,cPRC,15,1.283264294
103,WT,cPRC,16,1.275699453
103,WT,cPRC,17,1.36905949
103,WT,cPRC,18,1.847598072
103,WT,cPRC,19,1.866747201
103,WT,cPRC,20,0.928384325
103,WT,cPRC,21,0.976349881
103,WT,cPRC,22,1.05182835
103,WT,cPRC,23,0.897314129
103,WT,cPRC,24,0.935331092
103,WT,cPRC,25,1.047708011
103,WT,cPRC,26,1.276503563
103,WT,cPRC,27,1.44033582
103,WT,cPRC,28,1.137650161
103,WT,cPRC,29,1.224782937
103,WT,cPRC,30,1.421226818
103,WT,cPRC,31,1.499975228
103,WT,cPRC,32,0.850516927
103,WT,cPRC,33,0.999286956
103,WT,cPRC,34,0.992717113
103,WT,cPRC,35,0.91175292
103,WT,cPRC,36,0.966043901
103,WT,cPRC,37,0.977506703
103,WT,INNOS,38,1.786250455
103,WT,INNOS,39,1.037369112
103,WT,INNOS,40,0.940799846
103,WT,INNOS,41,0.760806873
103,WT,INNOS,42,1.503818178
103,WT,INNOS,43,1.001006289
103,WT,INNOS,44,1.162277855
103,WT,INNOS,45,1.27815608
103,WT,INNOS,46,0.954156285
103,WT,INNOS,47,1.966875365
103,WT,INNOS,48,1.306264821
103,WT,INNOS,49,1.151413064
103,WT,INNOS,50,0.947368421
103,WT,INNOS,51,1.051929253
103,WT,INNOS,52,1.024060406
103,WT,INNOS,53,0.899299715
103,WT,INNOS,54,1.289047063
103,WT,INNOS,55,1.257568823
103,WT,INNOS,56,2.129971393
103,WT,INNOS,57,1.200517445
103,WT,INNOS,58,1.069979322
103,WT,INNOS,59,1.5413538
103,WT,INNOS,60,1.230544135
103,WT,INNOS,61,0.953289604
103,WT,INNOS,62,1.09168915
103,WT,INNOS,63,1.043205962
103,WT,INNOS,64,1.081465984
103,NOS11,cPRC,65,0.6564397
103,NOS11,cPRC,66,0.864688621
103,NOS11,cPRC,67,0.586625268
103,NOS11,cPRC,68,1.166900838
103,NOS11,cPRC,69,0.570311325
103,NOS11,cPRC,70,0.804618001
103,NOS11,cPRC,71,0.677043859
103,NOS11,cPRC,72,0.813570907
103,NOS11,cPRC,73,0.689425994
103,NOS11,cPRC,74,0.734807599
103,NOS11,cPRC,75,0.629929833
103,NOS11,cPRC,76,0.501477444
103,NOS11,cPRC,77,0.776104671
103,NOS11,cPRC,78,0.915342978
103,NOS11,cPRC,79,0.738351615
103,NOS11,cPRC,80,0.785056718
103,NOS11,cPRC,81,0.725495847
103,NOS11,cPRC,82,0.493704839
103,NOS11,INNOS,83,1.159603651
103,NOS11,INNOS,84,0.911879896
103,NOS11,INNOS,85,1.089543191
103,NOS11,INNOS,86,1.300160836
103,NOS11,INNOS,87,0.565888657
103,NOS11,INNOS,88,1.390719459
103,NOS11,INNOS,89,1.316700311
103,NOS11,INNOS,90,1.008419256
103,NOS11,INNOS,91,1.173641591
103,NOS11,INNOS,92,1.293156282
103,NOS11,INNOS,93,0.894744906
103,NOS11,INNOS,94,1.052059023
103,NOS11,INNOS,95,1.419222528
103,NOS11,INNOS,96,1.347503406
103,NOS11,INNOS,97,0.978404863
103,NOS11,INNOS,98,1.039509965
103,NOS11,INNOS,99,1.26689381
103,NOS11,INNOS,100,0.965688855
103,NOS11,INNOS,101,0.954709122
103,NOS11,INNOS,102,1.037948919
103,NOS11,INNOS,103,1.217051858
104,WT,cPRC,2,1.667391825
104,WT,cPRC,3,1.713238414
104,WT,cPRC,4,1.902865161
104,WT,cPRC,5,1.664872328
104,WT,cPRC,6,1.926120359
104,WT,cPRC,7,1.862880886
104,WT,cPRC,8,0.906708595
104,WT,cPRC,9,1.366899653
104,WT,cPRC,10,2.322018974
104,WT,cPRC,11,2.017008012
104,WT,cPRC,12,1.471917583
104,WT,cPRC,13,1.432443788
104,WT,cPRC,14,1.227056811
104,WT,cPRC,15,1.282919602
104,WT,cPRC,16,1.292597289
104,WT,cPRC,17,1.377686514
104,WT,cPRC,18,1.870439826
104,WT,cPRC,19,1.897760535
104,WT,cPRC,20,0.959817687
104,WT,cPRC,21,1.023454974
104,WT,cPRC,22,1.085875218
104,WT,cPRC,23,0.90930076
104,WT,cPRC,24,0.946654906
104,WT,cPRC,25,1.066582743
104,WT,cPRC,26,1.275947317
104,WT,cPRC,27,1.453820722
104,WT,cPRC,28,1.138200168
104,WT,cPRC,29,1.224329936
104,WT,cPRC,30,1.437994634
104,WT,cPRC,31,1.521070937
104,WT,cPRC,32,0.857382256
104,WT,cPRC,33,1.021587415
104,WT,cPRC,34,1.010357364
104,WT,cPRC,35,0.915166447
104,WT,cPRC,36,0.971655893
104,WT,cPRC,37,0.990894699
104,WT,INNOS,38,1.778501456
104,WT,INNOS,39,1.016285472
104,WT,INNOS,40,0.918891128
104,WT,INNOS,41,0.722340713
104,WT,INNOS,42,1.462324125
104,WT,INNOS,43,0.97509434
104,WT,INNOS,44,1.14289223
104,WT,INNOS,45,1.233755075
104,WT,INNOS,46,0.964460348
104,WT,INNOS,47,1.965640146
104,WT,INNOS,48,1.28139304
104,WT,INNOS,49,1.139247614
104,WT,INNOS,50,1.027895743
104,WT,INNOS,51,1.012951158
104,WT,INNOS,52,1.000461299
104,WT,INNOS,53,0.881929903
104,WT,INNOS,54,1.263954106
104,WT,INNOS,55,1.207051327
104,WT,INNOS,56,2.135021898
104,WT,INNOS,57,1.17567709
104,WT,INNOS,58,1.05640635
104,WT,INNOS,59,1.488653681
104,WT,INNOS,60,1.211097529
104,WT,INNOS,61,0.949796973
104,WT,INNOS,62,1.054292538
104,WT,INNOS,63,1.049627398
104,WT,INNOS,64,1.070050836
104,NOS11,cPRC,65,0.653000522
104,NOS11,cPRC,66,0.872314603
104,NOS11,cPRC,67,0.588051163
104,NOS11,cPRC,68,1.16805792
104,NOS11,cPRC,69,0.582307822
104,NOS11,cPRC,70,0.804981952
104,NOS11,cPRC,71,0.678070507
104,NOS11,cPRC,72,0.837323101
104,NOS11,cPRC,73,0.698806483
104,NOS11,cPRC,74,0.739897328
104,NOS11,cPRC,75,0.635408385
104,NOS11,cPRC,76,0.512405431
104,NOS11,cPRC,77,0.786502927
104,NOS11,cPRC,78,0.921621888
104,NOS11,cPRC,79,0.741001644
104,NOS11,cPRC,80,0.789470055
104,NOS11,cPRC,81,0.724945634
104,NOS11,cPRC,82,0.523866871
104,NOS11,INNOS,83,1.139407842
104,NOS11,INNOS,84,0.929344711
104,NOS11,INNOS,85,1.071400736
104,NOS11,INNOS,86,1.273301166
104,NOS11,INNOS,87,0.568454273
104,NOS11,INNOS,88,1.361503704
104,NOS11,INNOS,89,1.282610175
104,NOS11,INNOS,90,1.003990497
104,NOS11,INNOS,91,1.127675139
104,NOS11,INNOS,92,1.278585592
104,NOS11,INNOS,93,0.882717941
104,NOS11,INNOS,94,1.038056162
104,NOS11,INNOS,95,1.375349454
104,NOS11,INNOS,96,1.354737188
104,NOS11,INNOS,97,0.999138009
104,NOS11,INNOS,98,1.090310984
104,NOS11,INNOS,99,1.246671714
104,NOS11,INNOS,100,0.988945782
104,NOS11,INNOS,101,0.953120587
104,NOS11,INNOS,102,1.022976808
104,NOS11,INNOS,103,1.219320027
105,WT,cPRC,2,1.657563469
105,WT,cPRC,3,1.709397956
105,WT,cPRC,4,1.869536108
105,WT,cPRC,5,1.654726875
105,WT,cPRC,6,1.934419742
105,WT,cPRC,7,1.892033994
105,WT,cPRC,8,0.941382743
105,WT,cPRC,9,1.409383149
105,WT,cPRC,10,2.331505993
105,WT,cPRC,11,2.042533702
105,WT,cPRC,12,1.46734741
105,WT,cPRC,13,1.429942557
105,WT,cPRC,14,1.218964528
105,WT,cPRC,15,1.280875639
105,WT,cPRC,16,1.301743679
105,WT,cPRC,17,1.382383814
105,WT,cPRC,18,1.904249984
105,WT,cPRC,19,1.941852902
105,WT,cPRC,20,0.987751467
105,WT,cPRC,21,1.072413948
105,WT,cPRC,22,1.112723147
105,WT,cPRC,23,0.919087237
105,WT,cPRC,24,0.950858623
105,WT,cPRC,25,1.071834634
105,WT,cPRC,26,1.289513532
105,WT,cPRC,27,1.464610273
105,WT,cPRC,28,1.162906831
105,WT,cPRC,29,1.224871021
105,WT,cPRC,30,1.448329567
105,WT,cPRC,31,1.58705324
105,WT,cPRC,32,0.874275289
105,WT,cPRC,33,1.058220063
105,WT,cPRC,34,1.028991268
105,WT,cPRC,35,0.921385001
105,WT,cPRC,36,0.980941556
105,WT,cPRC,37,0.996165707
105,WT,INNOS,38,1.778357394
105,WT,INNOS,39,1.016375518
105,WT,INNOS,40,0.912241736
105,WT,INNOS,41,0.690152903
105,WT,INNOS,42,1.437868693
105,WT,INNOS,43,0.973150372
105,WT,INNOS,44,1.108682304
105,WT,INNOS,45,1.206968402
105,WT,INNOS,46,0.957078892
105,WT,INNOS,47,1.959058593
105,WT,INNOS,48,1.251185684
105,WT,INNOS,49,1.121701291
105,WT,INNOS,50,1.069719231
105,WT,INNOS,51,1.021233763
105,WT,INNOS,52,0.975648247
105,WT,INNOS,53,0.859754214
105,WT,INNOS,54,1.225921598
105,WT,INNOS,55,1.184380061
105,WT,INNOS,56,2.157350447
105,WT,INNOS,57,1.187671048
105,WT,INNOS,58,1.024176371
105,WT,INNOS,59,1.460308664
105,WT,INNOS,60,1.190971836
105,WT,INNOS,61,0.952409348
105,WT,INNOS,62,1.052191605
105,WT,INNOS,63,1.016291422
105,WT,INNOS,64,1.056782103
105,NOS11,cPRC,65,0.655567393
105,NOS11,cPRC,66,0.856111655
105,NOS11,cPRC,67,0.580204519
105,NOS11,cPRC,68,1.171611815
105,NOS11,cPRC,69,0.581193103
105,NOS11,cPRC,70,0.805966409
105,NOS11,cPRC,71,0.679097154
105,NOS11,cPRC,72,0.842371802
105,NOS11,cPRC,73,0.684855501
105,NOS11,cPRC,74,0.740665175
105,NOS11,cPRC,75,0.639469773
105,NOS11,cPRC,76,0.513730035
105,NOS11,cPRC,77,0.787352232
105,NOS11,cPRC,78,0.920559
105,NOS11,cPRC,79,0.743047868
105,NOS11,cPRC,80,0.789159742
105,NOS11,cPRC,81,0.727172688
105,NOS11,cPRC,82,0.503010729
105,NOS11,INNOS,83,1.122972142
105,NOS11,INNOS,84,0.914697828
105,NOS11,INNOS,85,1.055120156
105,NOS11,INNOS,86,1.232770406
105,NOS11,INNOS,87,0.566320044
105,NOS11,INNOS,88,1.320011554
105,NOS11,INNOS,89,1.216947538
105,NOS11,INNOS,90,0.983115355
105,NOS11,INNOS,91,1.144278861
105,NOS11,INNOS,92,1.250075107
105,NOS11,INNOS,93,0.876053317
105,NOS11,INNOS,94,1.019272755
105,NOS11,INNOS,95,1.337679829
105,NOS11,INNOS,96,1.35090892
105,NOS11,INNOS,97,0.991811088
105,NOS11,INNOS,98,1.106331367
105,NOS11,INNOS,99,1.265127137
105,NOS11,INNOS,100,0.986265971
105,NOS11,INNOS,101,0.94489551
105,NOS11,INNOS,102,1.048028183
105,NOS11,INNOS,103,1.195492312
106,WT,cPRC,2,1.661745448
106,WT,cPRC,3,1.702059408
106,WT,cPRC,4,1.854265642
106,WT,cPRC,5,1.640878854
106,WT,cPRC,6,1.929938308
106,WT,cPRC,7,1.909784041
106,WT,cPRC,8,0.976373618
106,WT,cPRC,9,1.458080413
106,WT,cPRC,10,2.367266943
106,WT,cPRC,11,2.106053977
106,WT,cPRC,12,1.46839722
106,WT,cPRC,13,1.425544067
106,WT,cPRC,14,1.218821067
106,WT,cPRC,15,1.278396275
106,WT,cPRC,16,1.315970516
106,WT,cPRC,17,1.39560973
106,WT,cPRC,18,1.971979328
106,WT,cPRC,19,2.014530967
106,WT,cPRC,20,1.025387678
106,WT,cPRC,21,1.103141841
106,WT,cPRC,22,1.138506797
106,WT,cPRC,23,0.952991247
106,WT,cPRC,24,0.956826471
106,WT,cPRC,25,1.076781834
106,WT,cPRC,26,1.302968498
106,WT,cPRC,27,1.485301782
106,WT,cPRC,28,1.184016622
106,WT,cPRC,29,1.229677866
106,WT,cPRC,30,1.474433525
106,WT,cPRC,31,1.610566681
106,WT,cPRC,32,0.889965538
106,WT,cPRC,33,1.08442444
106,WT,cPRC,34,1.045672936
106,WT,cPRC,35,0.932382493
106,WT,cPRC,36,0.985213976
106,WT,cPRC,37,0.995433623
106,WT,INNOS,38,1.773557867
106,WT,INNOS,39,0.97604775
106,WT,INNOS,40,0.892828254
106,WT,INNOS,41,0.674186668
106,WT,INNOS,42,1.400956454
106,WT,INNOS,43,0.954808462
106,WT,INNOS,44,1.089665094
106,WT,INNOS,45,1.280647864
106,WT,INNOS,46,1.026228525
106,WT,INNOS,47,1.959011447
106,WT,INNOS,48,1.255776761
106,WT,INNOS,49,1.147934993
106,WT,INNOS,50,1.017711583
106,WT,INNOS,51,1.014858841
106,WT,INNOS,52,0.955763815
106,WT,INNOS,53,0.854793862
106,WT,INNOS,54,1.176245618
106,WT,INNOS,55,1.154298388
106,WT,INNOS,56,2.14728741
106,WT,INNOS,57,1.147591488
106,WT,INNOS,58,1.04431039
106,WT,INNOS,59,1.408799978
106,WT,INNOS,60,1.183353706
106,WT,INNOS,61,0.946701877
106,WT,INNOS,62,1.063846256
106,WT,INNOS,63,1.014269859
106,WT,INNOS,64,1.057552901
106,NOS11,cPRC,65,0.658298715
106,NOS11,cPRC,66,0.860087672
106,NOS11,cPRC,67,0.580761378
106,NOS11,cPRC,68,1.170801858
106,NOS11,cPRC,69,0.586182796
106,NOS11,cPRC,70,0.824217655
106,NOS11,cPRC,71,0.689605194
106,NOS11,cPRC,72,0.845478694
106,NOS11,cPRC,73,0.693058438
106,NOS11,cPRC,74,0.745754903
106,NOS11,cPRC,75,0.639331513
106,NOS11,cPRC,76,0.516137249
106,NOS11,cPRC,77,0.792264432
106,NOS11,cPRC,78,0.926365515
106,NOS11,cPRC,79,0.748046023
106,NOS11,cPRC,80,0.794504017
106,NOS11,cPRC,81,0.728377918
106,NOS11,cPRC,82,0.540507992
106,NOS11,INNOS,83,1.155039493
106,NOS11,INNOS,84,0.918614278
106,NOS11,INNOS,85,1.05258714
106,NOS11,INNOS,86,1.191998392
106,NOS11,INNOS,87,0.559281627
106,NOS11,INNOS,88,1.329667609
106,NOS11,INNOS,89,1.186577151
106,NOS11,INNOS,90,0.990981016
106,NOS11,INNOS,91,1.133408186
106,NOS11,INNOS,92,1.241663162
106,NOS11,INNOS,93,0.866362801
106,NOS11,INNOS,94,0.989159076
106,NOS11,INNOS,95,1.294031221
106,NOS11,INNOS,96,1.300272441
106,NOS11,INNOS,97,0.978472915
106,NOS11,INNOS,98,1.114585878
106,NOS11,INNOS,99,1.291532589
106,NOS11,INNOS,100,0.991864861
106,NOS11,INNOS,101,0.93889438
106,NOS11,INNOS,102,1.029650651
106,NOS11,INNOS,103,1.199694394
107,WT,cPRC,2,1.652276151
107,WT,cPRC,3,1.695591661
107,WT,cPRC,4,1.855485445
107,WT,cPRC,5,1.633159943
107,WT,cPRC,6,1.923850541
107,WT,cPRC,7,1.93250948
107,WT,cPRC,8,1.016696077
107,WT,cPRC,9,1.511253026
107,WT,cPRC,10,2.406464807
107,WT,cPRC,11,2.165226546
107,WT,cPRC,12,1.471980572
107,WT,cPRC,13,1.422714591
107,WT,cPRC,14,1.21312512
107,WT,cPRC,15,1.277150546
107,WT,cPRC,16,1.305928509
107,WT,cPRC,17,1.402058677
107,WT,cPRC,18,1.974312567
107,WT,cPRC,19,2.009571156
107,WT,cPRC,20,1.037636211
107,WT,cPRC,21,1.140902472
107,WT,cPRC,22,1.175063756
107,WT,cPRC,23,0.971157545
107,WT,cPRC,24,0.958765426
107,WT,cPRC,25,1.09481466
107,WT,cPRC,26,1.299884425
107,WT,cPRC,27,1.501498323
107,WT,cPRC,28,1.206470876
107,WT,cPRC,29,1.244236819
107,WT,cPRC,30,1.489669299
107,WT,cPRC,31,1.631226405
107,WT,cPRC,32,0.915575377
107,WT,cPRC,33,1.127822095
107,WT,cPRC,34,1.061676584
107,WT,cPRC,35,0.938022232
107,WT,cPRC,36,0.99490557
107,WT,cPRC,37,0.99974377
107,WT,INNOS,38,1.776173723
107,WT,INNOS,39,0.987792328
107,WT,INNOS,40,0.888317635
107,WT,INNOS,41,0.651641683
107,WT,INNOS,42,1.366707394
107,WT,INNOS,43,0.932212693
107,WT,INNOS,44,1.097559692
107,WT,INNOS,45,1.275148755
107,WT,INNOS,46,1.036813609
107,WT,INNOS,47,1.944962
107,WT,INNOS,48,1.209328296
107,WT,INNOS,49,1.136674153
107,WT,INNOS,50,0.998289222
107,WT,INNOS,51,1.006998035
107,WT,INNOS,52,0.944085656
107,WT,INNOS,53,0.833836806
107,WT,INNOS,54,1.162987358
107,WT,INNOS,55,1.126768992
107,WT,INNOS,56,2.180818207
107,WT,INNOS,57,1.165343144
107,WT,INNOS,58,1.035681525
107,WT,INNOS,59,1.380898285
107,WT,INNOS,60,1.158536134
107,WT,INNOS,61,0.949853764
107,WT,INNOS,62,1.096222743
107,WT,INNOS,63,0.997839702
107,WT,INNOS,64,1.053588798
107,NOS11,cPRC,65,0.646050665
107,NOS11,cPRC,66,0.837091983
107,NOS11,cPRC,67,0.583469736
107,NOS11,cPRC,68,1.16356183
107,NOS11,cPRC,69,0.601496908
107,NOS11,cPRC,70,0.820924197
107,NOS11,cPRC,71,0.693832566
107,NOS11,cPRC,72,0.853820701
107,NOS11,cPRC,73,0.693337857
107,NOS11,cPRC,74,0.747444167
107,NOS11,cPRC,75,0.64429159
107,NOS11,cPRC,76,0.527039764
107,NOS11,cPRC,77,0.789096752
107,NOS11,cPRC,78,0.91008759
107,NOS11,cPRC,79,0.757740431
107,NOS11,cPRC,80,0.799606937
107,NOS11,cPRC,81,0.729766552
107,NOS11,cPRC,82,0.549841252
107,NOS11,INNOS,83,1.162796197
107,NOS11,INNOS,84,0.951967777
107,NOS11,INNOS,85,1.038947824
107,NOS11,INNOS,86,1.171330921
107,NOS11,INNOS,87,0.558169104
107,NOS11,INNOS,88,1.31536922
107,NOS11,INNOS,89,1.162444147
107,NOS11,INNOS,90,0.959564505
107,NOS11,INNOS,91,1.180446395
107,NOS11,INNOS,92,1.245809049
107,NOS11,INNOS,93,0.863758235
107,NOS11,INNOS,94,0.997365053
107,NOS11,INNOS,95,1.271584532
107,NOS11,INNOS,96,1.267720419
107,NOS11,INNOS,97,0.994850739
107,NOS11,INNOS,98,1.112823287
107,NOS11,INNOS,99,1.274528361
107,NOS11,INNOS,100,0.994544671
107,NOS11,INNOS,101,0.932540243
107,NOS11,INNOS,102,1.041021626
107,NOS11,INNOS,103,1.190120332
108,WT,cPRC,2,1.653867275
108,WT,cPRC,3,1.692778303
108,WT,cPRC,4,1.838545775
108,WT,cPRC,5,1.625134227
108,WT,cPRC,6,1.910604121
108,WT,cPRC,7,1.93394831
108,WT,cPRC,8,1.042283155
108,WT,cPRC,9,1.541294619
108,WT,cPRC,10,2.448020224
108,WT,cPRC,11,2.216455662
108,WT,cPRC,12,1.478552382
108,WT,cPRC,13,1.425911702
108,WT,cPRC,14,1.208412149
108,WT,cPRC,15,1.262111088
108,WT,cPRC,16,1.329658397
108,WT,cPRC,17,1.416012806
108,WT,cPRC,18,1.974377985
108,WT,cPRC,19,2.00845607
108,WT,cPRC,20,1.052043168
108,WT,cPRC,21,1.173889548
108,WT,cPRC,22,1.211389787
108,WT,cPRC,23,0.996549485
108,WT,cPRC,24,0.968936992
108,WT,cPRC,25,1.098911937
108,WT,cPRC,26,1.308419706
108,WT,cPRC,27,1.500602586
108,WT,cPRC,28,1.204707361
108,WT,cPRC,29,1.239127973
108,WT,cPRC,30,1.488568938
108,WT,cPRC,31,1.612736695
108,WT,cPRC,32,0.926022029
108,WT,cPRC,33,1.145853202
108,WT,cPRC,34,1.065101762
108,WT,cPRC,35,0.937443417
108,WT,cPRC,36,1.009417591
108,WT,cPRC,37,1.006991407
108,WT,INNOS,38,1.772974039
108,WT,INNOS,39,0.968844066
108,WT,INNOS,40,0.878418953
108,WT,INNOS,41,0.6281955
108,WT,INNOS,42,1.342939234
108,WT,INNOS,43,0.929628359
108,WT,INNOS,44,1.093770285
108,WT,INNOS,45,1.208214293
108,WT,INNOS,46,1.017835397
108,WT,INNOS,47,1.941388349
108,WT,INNOS,48,1.217986544
108,WT,INNOS,49,1.110845967
108,WT,INNOS,50,0.968280165
108,WT,INNOS,51,0.988812731
108,WT,INNOS,52,0.917451685
108,WT,INNOS,53,0.830712986
108,WT,INNOS,54,1.137214491
108,WT,INNOS,55,1.109783144
108,WT,INNOS,56,2.209741526
108,WT,INNOS,57,1.159734996
108,WT,INNOS,58,1.056639562
108,WT,INNOS,59,1.3483694
108,WT,INNOS,60,1.151214332
108,WT,INNOS,61,0.937473379
108,WT,INNOS,62,1.125547348
108,WT,INNOS,63,0.993816394
108,WT,INNOS,64,1.031877994
108,NOS11,cPRC,65,0.642518537
108,NOS11,cPRC,66,0.840986487
108,NOS11,cPRC,67,0.576272759
108,NOS11,cPRC,68,1.17000843
108,NOS11,cPRC,69,0.605628445
108,NOS11,cPRC,70,0.827397751
108,NOS11,cPRC,71,0.689514607
108,NOS11,cPRC,72,0.850636136
108,NOS11,cPRC,73,0.697908351
108,NOS11,cPRC,74,0.748058444
108,NOS11,cPRC,75,0.65258719
108,NOS11,cPRC,76,0.522989531
108,NOS11,cPRC,77,0.802961093
108,NOS11,cPRC,78,0.920696782
108,NOS11,cPRC,79,0.751232766
108,NOS11,cPRC,80,0.802227356
108,NOS11,cPRC,81,0.73212461
108,NOS11,cPRC,82,0.542615503
108,NOS11,INNOS,83,1.15508679
108,NOS11,INNOS,84,0.982184933
108,NOS11,INNOS,85,1.026261095
108,NOS11,INNOS,86,1.147527141
108,NOS11,INNOS,87,0.558804832
108,NOS11,INNOS,88,1.303484845
108,NOS11,INNOS,89,1.118170065
108,NOS11,INNOS,90,0.968975619
108,NOS11,INNOS,91,1.148259671
108,NOS11,INNOS,92,1.262392597
108,NOS11,INNOS,93,0.848207446
108,NOS11,INNOS,94,0.987201686
108,NOS11,INNOS,95,1.239179676
108,NOS11,INNOS,96,1.23864437
108,NOS11,INNOS,97,0.985913257
108,NOS11,INNOS,98,1.085878329
108,NOS11,INNOS,99,1.24853303
108,NOS11,INNOS,100,1.013207637
108,NOS11,INNOS,101,0.931763626
108,NOS11,INNOS,102,1.023133379
108,NOS11,INNOS,103,1.168918919
109,WT,cPRC,2,1.64862924
109,WT,cPRC,3,1.689443952
109,WT,cPRC,4,1.830392355
109,WT,cPRC,5,1.613775503
109,WT,cPRC,6,1.889628681
109,WT,cPRC,7,1.938479951
109,WT,cPRC,8,1.073518544
109,WT,cPRC,9,1.561947316
109,WT,cPRC,10,2.470147134
109,WT,cPRC,11,2.250184572
109,WT,cPRC,12,1.481078925
109,WT,cPRC,13,1.431872641
109,WT,cPRC,14,1.204830928
109,WT,cPRC,15,1.262443685
109,WT,cPRC,16,1.340492986
109,WT,cPRC,17,1.411991235
109,WT,cPRC,18,2.010695829
109,WT,cPRC,19,2.062421596
109,WT,cPRC,20,1.073386421
109,WT,cPRC,21,1.213586622
109,WT,cPRC,22,1.240747806
109,WT,cPRC,23,1.016134462
109,WT,cPRC,24,0.965051136
109,WT,cPRC,25,1.115766094
109,WT,cPRC,26,1.307276312
109,WT,cPRC,27,1.510691834
109,WT,cPRC,28,1.192703241
109,WT,cPRC,29,1.233691959
109,WT,cPRC,30,1.479452866
109,WT,cPRC,31,1.606266287
109,WT,cPRC,32,0.927900534
109,WT,cPRC,33,1.164089309
109,WT,cPRC,34,1.0773646
109,WT,cPRC,35,0.944047849
109,WT,cPRC,36,1.006048367
109,WT,cPRC,37,1.006332531
109,WT,INNOS,38,1.776583161
109,WT,INNOS,39,0.965486635
109,WT,INNOS,40,0.889496703
109,WT,INNOS,41,0.609735949
109,WT,INNOS,42,1.310465627
109,WT,INNOS,43,0.917324185
109,WT,INNOS,44,1.097173734
109,WT,INNOS,45,1.195347239
109,WT,INNOS,46,1.021694737
109,WT,INNOS,47,1.930214796
109,WT,INNOS,48,1.218124414
109,WT,INNOS,49,1.087279306
109,WT,INNOS,50,0.922089162
109,WT,INNOS,51,0.985658822
109,WT,INNOS,52,0.900893464
109,WT,INNOS,53,0.839809825
109,WT,INNOS,54,1.102050356
109,WT,INNOS,55,1.071463775
109,WT,INNOS,56,2.27286651
109,WT,INNOS,57,1.155218568
