frame,phenotype,cell,sample,intesnsity
41,NOS11,cPRC,78,1.037299478
41,NOS11,cPRC,79,1.016705243
41,NOS11,cPRC,80,1.029927938
41,NOS11,cPRC,81,1.010873267
41,NOS11,cPRC,82,1.029669367
41,NOS11,INNOS,83,0.968121837
41,NOS11,INNOS,84,1.04185506
41,NOS11,INNOS,85,0.716453778
41,NOS11,INNOS,86,0.926216325
41,NOS11,INNOS,87,0.878394333
41,NOS11,INNOS,88,0.994222873
41,NOS11,INNOS,89,0.922316224
41,NOS11,INNOS,90,0.996493899
41,NOS11,INNOS,91,0.932751523
41,NOS11,INNOS,92,0.975935829
41,NOS11,INNOS,93,1.04937184
41,NOS11,INNOS,94,1.149589701
41,NOS11,INNOS,95,1.028935823
41,NOS11,INNOS,96,0.89060078
41,NOS11,INNOS,97,0.977111877
41,NOS11,INNOS,98,1.061481275
41,NOS11,INNOS,99,1.000757146
41,NOS11,INNOS,100,0.966358807
41,NOS11,INNOS,101,1.105408077
41,NOS11,INNOS,102,0.996986006
41,NOS11,INNOS,103,0.959769841
42,WT,cPRC,2,1.001112378
42,WT,cPRC,3,0.970095044
42,WT,cPRC,4,0.969614982
42,WT,cPRC,5,0.939810618
42,WT,cPRC,6,1.012140612
42,WT,cPRC,7,1.039251809
42,WT,cPRC,8,0.996991086
42,WT,cPRC,9,1.015387157
42,WT,cPRC,10,1.0180509
42,WT,cPRC,11,1.013959148
42,WT,cPRC,12,1.009903208
42,WT,cPRC,13,1.007845068
42,WT,cPRC,14,0.98971329
42,WT,cPRC,15,0.971692922
42,WT,cPRC,16,0.996488864
42,WT,cPRC,17,1.017162201
42,WT,cPRC,18,1.051505702
42,WT,cPRC,19,1.010535241
42,WT,cPRC,20,0.992969405
42,WT,cPRC,21,1.020167525
42,WT,cPRC,22,1.017008374
42,WT,cPRC,23,0.989432048
42,WT,cPRC,24,1.04874405
42,WT,cPRC,25,1.048108919
42,WT,cPRC,26,1.01216942
42,WT,cPRC,27,1.050136803
42,WT,cPRC,28,0.937395237
42,WT,cPRC,29,0.926720775
42,WT,cPRC,30,0.966549013
42,WT,cPRC,31,0.986722288
42,WT,cPRC,32,1.02674505
42,WT,cPRC,33,1.020295022
42,WT,cPRC,34,1.013583812
42,WT,cPRC,35,0.980572582
42,WT,cPRC,36,1.004089751
42,WT,cPRC,37,1.038068395
42,WT,INNOS,38,1.012230074
42,WT,INNOS,39,1.113496617
42,WT,INNOS,40,0.948971058
42,WT,INNOS,41,0.859563219
42,WT,INNOS,42,1.004180905
42,WT,INNOS,43,1.100263007
42,WT,INNOS,44,0.940299293
42,WT,INNOS,45,0.972053359
42,WT,INNOS,46,0.991194709
42,WT,INNOS,47,0.986978332
42,WT,INNOS,48,0.964760382
42,WT,INNOS,49,1.07533221
42,WT,INNOS,50,0.813062292
42,WT,INNOS,51,0.894885683
42,WT,INNOS,52,0.934422647
42,WT,INNOS,53,0.89766915
42,WT,INNOS,54,0.984489536
42,WT,INNOS,55,1.008607336
42,WT,INNOS,56,0.97513987
42,WT,INNOS,57,1.03227302
42,WT,INNOS,58,0.973818001
42,WT,INNOS,59,1.169044914
42,WT,INNOS,60,1.015544937
42,WT,INNOS,61,0.985887498
42,WT,INNOS,62,1.072979787
42,WT,INNOS,63,0.992746155
42,WT,INNOS,64,1.030373103
42,NOS11,cPRC,65,0.999156293
42,NOS11,cPRC,66,1.033492736
42,NOS11,cPRC,67,0.944356322
42,NOS11,cPRC,68,1.016166091
42,NOS11,cPRC,69,1.00315837
42,NOS11,cPRC,70,0.966039199
42,NOS11,cPRC,71,1.022012531
42,NOS11,cPRC,72,1.026066829
42,NOS11,cPRC,73,1.008163021
42,NOS11,cPRC,74,1.023232855
42,NOS11,cPRC,75,1.00974733
42,NOS11,cPRC,76,1.028122373
42,NOS11,cPRC,77,0.993389189
42,NOS11,cPRC,78,1.031650428
42,NOS11,cPRC,79,1.012377981
42,NOS11,cPRC,80,1.025480123
42,NOS11,cPRC,81,1.012471507
42,NOS11,cPRC,82,1.035033939
42,NOS11,INNOS,83,0.964432673
42,NOS11,INNOS,84,1.02943705
42,NOS11,INNOS,85,0.710630006
42,NOS11,INNOS,86,0.944551669
42,NOS11,INNOS,87,0.895786032
42,NOS11,INNOS,88,0.990323313
42,NOS11,INNOS,89,0.945315158
42,NOS11,INNOS,90,1.024335109
42,NOS11,INNOS,91,0.941138444
42,NOS11,INNOS,92,0.988553746
42,NOS11,INNOS,93,1.034663705
42,NOS11,INNOS,94,1.120981706
42,NOS11,INNOS,95,1.01707989
42,NOS11,INNOS,96,0.882145709
42,NOS11,INNOS,97,0.990155158
42,NOS11,INNOS,98,1.037625214
42,NOS11,INNOS,99,1.000820241
42,NOS11,INNOS,100,0.983681868
42,NOS11,INNOS,101,1.072613668
42,NOS11,INNOS,102,0.99252373
42,NOS11,INNOS,103,0.961130742
43,WT,cPRC,2,0.987960968
43,WT,cPRC,3,0.979093325
43,WT,cPRC,4,0.970660528
43,WT,cPRC,5,0.948512698
43,WT,cPRC,6,1.004248632
43,WT,cPRC,7,1.031291181
43,WT,cPRC,8,0.994736286
43,WT,cPRC,9,1.008548421
43,WT,cPRC,10,1.017383401
43,WT,cPRC,11,1.020672117
43,WT,cPRC,12,1.012492739
43,WT,cPRC,13,1.002947645
43,WT,cPRC,14,0.992141506
43,WT,cPRC,15,0.973174493
43,WT,cPRC,16,0.994055639
43,WT,cPRC,17,1.001587635
43,WT,cPRC,18,1.03476962
43,WT,cPRC,19,1.009989314
43,WT,cPRC,20,0.999465633
43,WT,cPRC,21,1.011948902
43,WT,cPRC,22,1.015592683
43,WT,cPRC,23,0.99380831
43,WT,cPRC,24,1.054926455
43,WT,cPRC,25,1.040363383
43,WT,cPRC,26,1.01545127
43,WT,cPRC,27,1.036953194
43,WT,cPRC,28,0.937089677
43,WT,cPRC,29,0.940222726
43,WT,cPRC,30,0.954368858
43,WT,cPRC,31,0.97938982
43,WT,cPRC,32,1.026934252
43,WT,cPRC,33,1.023022416
43,WT,cPRC,34,1.014448874
43,WT,cPRC,35,0.980335119
43,WT,cPRC,36,1.025248886
43,WT,cPRC,37,1.040530029
43,WT,INNOS,38,1.006710239
43,WT,INNOS,39,1.097005326
43,WT,INNOS,40,0.954537353
43,WT,INNOS,41,0.840788248
43,WT,INNOS,42,1.002777725
43,WT,INNOS,43,1.07897084
43,WT,INNOS,44,0.925176751
43,WT,INNOS,45,0.980946448
43,WT,INNOS,46,0.99035165
43,WT,INNOS,47,0.969213797
43,WT,INNOS,48,0.968827552
43,WT,INNOS,49,1.082569094
43,WT,INNOS,50,0.822421254
43,WT,INNOS,51,0.951176724
43,WT,INNOS,52,0.928911333
43,WT,INNOS,53,0.891713295
43,WT,INNOS,54,1.01104855
43,WT,INNOS,55,1.008343308
43,WT,INNOS,56,0.948798765
43,WT,INNOS,57,1.009556283
43,WT,INNOS,58,0.953606244
43,WT,INNOS,59,1.153057549
43,WT,INNOS,60,1.00569199
43,WT,INNOS,61,0.976800977
43,WT,INNOS,62,1.069198107
43,WT,INNOS,63,1.05485968
43,WT,INNOS,64,1.016608857
43,NOS11,cPRC,65,1.002552571
43,NOS11,cPRC,66,1.013757563
43,NOS11,cPRC,67,0.962943589
43,NOS11,cPRC,68,1.025654165
43,NOS11,cPRC,69,1.006582149
43,NOS11,cPRC,70,0.95651681
43,NOS11,cPRC,71,1.025968144
43,NOS11,cPRC,72,1.02286673
43,NOS11,cPRC,73,0.996267763
43,NOS11,cPRC,74,1.014435523
43,NOS11,cPRC,75,1.008347447
43,NOS11,cPRC,76,1.041865145
43,NOS11,cPRC,77,0.996855274
43,NOS11,cPRC,78,1.021612046
43,NOS11,cPRC,79,1.006004495
43,NOS11,cPRC,80,1.026307623
43,NOS11,cPRC,81,1.006812168
43,NOS11,cPRC,82,1.061829429
43,NOS11,INNOS,83,0.965638746
43,NOS11,INNOS,84,0.929105903
43,NOS11,INNOS,85,0.740138558
43,NOS11,INNOS,86,0.939445115
43,NOS11,INNOS,87,0.885319226
43,NOS11,INNOS,88,0.999401655
43,NOS11,INNOS,89,0.972328699
43,NOS11,INNOS,90,1.003344636
43,NOS11,INNOS,91,0.937650982
43,NOS11,INNOS,92,0.994321937
43,NOS11,INNOS,93,1.049716562
43,NOS11,INNOS,94,1.105774298
43,NOS11,INNOS,95,1.026221814
43,NOS11,INNOS,96,0.892597116
43,NOS11,INNOS,97,1.003606751
43,NOS11,INNOS,98,1.044291648
43,NOS11,INNOS,99,1.007823837
43,NOS11,INNOS,100,0.975929559
43,NOS11,INNOS,101,1.058705168
43,NOS11,INNOS,102,1.004501419
43,NOS11,INNOS,103,1.002888931
44,WT,cPRC,2,0.993698869
44,WT,cPRC,3,0.993011261
44,WT,cPRC,4,0.983372159
44,WT,cPRC,5,0.945381901
44,WT,cPRC,6,1.000256082
44,WT,cPRC,7,1.037328887
44,WT,cPRC,8,1.000052788
44,WT,cPRC,9,1.003132026
44,WT,cPRC,10,1.013989093
44,WT,cPRC,11,1.020672117
44,WT,cPRC,12,1.010981012
44,WT,cPRC,13,1.005087806
44,WT,cPRC,14,0.9957918
44,WT,cPRC,15,0.983061712
44,WT,cPRC,16,0.99352461
44,WT,cPRC,17,0.991930616
44,WT,cPRC,18,1.023932053
44,WT,cPRC,19,1.011708405
44,WT,cPRC,20,0.985142498
44,WT,cPRC,21,1.013164808
44,WT,cPRC,22,1.014940059
44,WT,cPRC,23,0.99318313
44,WT,cPRC,24,1.043459604
44,WT,cPRC,25,1.041886832
44,WT,cPRC,26,1.002305329
44,WT,cPRC,27,1.02692909
44,WT,cPRC,28,0.944763584
44,WT,cPRC,29,0.957763936
44,WT,cPRC,30,0.949425696
44,WT,cPRC,31,0.979756443
44,WT,cPRC,32,1.016987634
44,WT,cPRC,33,1.025642854
44,WT,cPRC,34,1.015150275
44,WT,cPRC,35,0.983288562
44,WT,cPRC,36,1.026537716
44,WT,cPRC,37,1.038077546
44,WT,INNOS,38,1.014413745
44,WT,INNOS,39,1.101288945
44,WT,INNOS,40,0.960227039
44,WT,INNOS,41,0.867268467
44,WT,INNOS,42,1.054781314
44,WT,INNOS,43,1.053127501
44,WT,INNOS,44,0.912791004
44,WT,INNOS,45,0.968551973
44,WT,INNOS,46,0.995128988
44,WT,INNOS,47,0.998114168
44,WT,INNOS,48,1.011484586
44,WT,INNOS,49,1.089681203
44,WT,INNOS,50,0.807829325
44,WT,INNOS,51,0.987806164
44,WT,INNOS,52,0.930416626
44,WT,INNOS,53,0.917699358
44,WT,INNOS,54,1.004058217
44,WT,INNOS,55,0.990002112
44,WT,INNOS,56,0.960418724
44,WT,INNOS,57,1.03109157
44,WT,INNOS,58,0.953761719
44,WT,INNOS,59,1.131029897
44,WT,INNOS,60,1.018915682
44,WT,INNOS,61,0.977624443
44,WT,INNOS,62,1.046928214
44,WT,INNOS,63,1.075214048
44,WT,INNOS,64,1.026207124
44,NOS11,cPRC,65,1.014135665
44,NOS11,cPRC,66,0.978054922
44,NOS11,cPRC,67,0.973203287
44,NOS11,cPRC,68,1.019124915
44,NOS11,cPRC,69,1.007077579
44,NOS11,cPRC,70,0.964141881
44,NOS11,cPRC,71,1.021650185
44,NOS11,cPRC,72,1.015254843
44,NOS11,cPRC,73,0.98998084
44,NOS11,cPRC,74,1.019305866
44,NOS11,cPRC,75,1.00705126
44,NOS11,cPRC,76,1.040858955
44,NOS11,cPRC,77,0.991874211
44,NOS11,cPRC,78,1.01358134
44,NOS11,cPRC,79,1.008688068
44,NOS11,cPRC,80,1.02344585
44,NOS11,cPRC,81,1.001729243
44,NOS11,cPRC,82,1.058408145
44,NOS11,INNOS,83,0.945868609
44,NOS11,INNOS,84,0.887155321
44,NOS11,INNOS,85,0.761571769
44,NOS11,INNOS,86,0.950020105
44,NOS11,INNOS,87,0.883684497
44,NOS11,INNOS,88,1.003198052
44,NOS11,INNOS,89,0.956859988
44,NOS11,INNOS,90,1.010610569
44,NOS11,INNOS,91,0.948623728
44,NOS11,INNOS,92,0.98837349
44,NOS11,INNOS,93,1.049295235
44,NOS11,INNOS,94,1.086915606
44,NOS11,INNOS,95,1.023630242
44,NOS11,INNOS,96,0.911855888
44,NOS11,INNOS,97,0.994964159
44,NOS11,INNOS,98,1.045129315
44,NOS11,INNOS,99,1.017572087
44,NOS11,INNOS,100,0.964205388
44,NOS11,INNOS,101,1.03473595
44,NOS11,INNOS,102,1.010764263
44,NOS11,INNOS,103,0.988706905
45,WT,cPRC,2,0.991910615
45,WT,cPRC,3,0.994909161
45,WT,cPRC,4,0.966423317
45,WT,cPRC,5,0.957249641
45,WT,cPRC,6,0.997299499
45,WT,cPRC,7,1.039372832
45,WT,cPRC,8,0.996184185
45,WT,cPRC,9,1.005588799
45,WT,cPRC,10,1.017653241
45,WT,cPRC,11,1.013275546
45,WT,cPRC,12,1.007558632
45,WT,cPRC,13,0.999192516
45,WT,cPRC,14,1.006886145
45,WT,cPRC,15,0.997224322
45,WT,cPRC,16,0.991566934
45,WT,cPRC,17,0.99806466
45,WT,cPRC,18,1.030800933
45,WT,cPRC,19,1.020954328
45,WT,cPRC,20,0.991680637
45,WT,cPRC,21,1.010440278
45,WT,cPRC,22,1.006807366
45,WT,cPRC,23,0.995623738
45,WT,cPRC,24,1.033216519
45,WT,cPRC,25,1.03876777
45,WT,cPRC,26,1.006841822
45,WT,cPRC,27,1.017719293
45,WT,cPRC,28,0.959133608
45,WT,cPRC,29,0.961633321
45,WT,cPRC,30,0.962833177
45,WT,cPRC,31,0.989338195
45,WT,cPRC,32,1.023204271
45,WT,cPRC,33,1.027256117
45,WT,cPRC,34,1.00849865
45,WT,cPRC,35,0.964914884
45,WT,cPRC,36,1.019027999
45,WT,cPRC,37,1.022127255
45,WT,INNOS,38,1.070264164
45,WT,INNOS,39,1.076616327
45,WT,INNOS,40,0.968425671
45,WT,INNOS,41,0.843942443
45,WT,INNOS,42,1.042448598
45,WT,INNOS,43,1.045122927
45,WT,INNOS,44,0.937930913
45,WT,INNOS,45,0.993577213
45,WT,INNOS,46,0.990857485
45,WT,INNOS,47,1.066777302
45,WT,INNOS,48,1.008175702
45,WT,INNOS,49,1.064492482
45,WT,INNOS,50,0.822602395
45,WT,INNOS,51,0.998715429
45,WT,INNOS,52,0.950616684
45,WT,INNOS,53,0.939875047
45,WT,INNOS,54,0.988738978
45,WT,INNOS,55,0.992219954
45,WT,INNOS,56,0.961317435
45,WT,INNOS,57,1.020069691
45,WT,INNOS,58,0.99382764
45,WT,INNOS,59,1.033831149
45,WT,INNOS,60,1.024434814
45,WT,INNOS,61,0.984126984
45,WT,INNOS,62,1.051130081
45,WT,INNOS,63,1.056326304
45,WT,INNOS,64,1.013599075
45,NOS11,cPRC,65,0.998405537
45,NOS11,cPRC,66,0.966072528
45,NOS11,cPRC,67,0.97786065
45,NOS11,cPRC,68,1.026563301
45,NOS11,cPRC,69,1.005954013
45,NOS11,cPRC,70,0.959088333
45,NOS11,cPRC,71,1.011338416
45,NOS11,cPRC,72,1.008637162
45,NOS11,cPRC,73,0.996646974
45,NOS11,cPRC,74,1.018889035
45,NOS11,cPRC,75,1.005962462
45,NOS11,cPRC,76,1.032987747
45,NOS11,cPRC,77,0.993458051
45,NOS11,cPRC,78,1.029878949
45,NOS11,cPRC,79,1.011472275
45,NOS11,cPRC,80,1.026514499
45,NOS11,cPRC,81,1.001860246
45,NOS11,cPRC,82,1.031229472
45,NOS11,INNOS,83,0.927801164
45,NOS11,INNOS,84,0.904620136
45,NOS11,INNOS,85,0.766810998
45,NOS11,INNOS,86,0.979493366
45,NOS11,INNOS,87,0.924325674
45,NOS11,INNOS,88,0.995357666
45,NOS11,INNOS,89,0.959967339
45,NOS11,INNOS,90,0.998408415
45,NOS11,INNOS,91,0.944438774
45,NOS11,INNOS,92,0.989214685
45,NOS11,INNOS,93,1.04339666
45,NOS11,INNOS,94,1.059662727
45,NOS11,INNOS,95,1.01801857
45,NOS11,INNOS,96,0.896871624
45,NOS11,INNOS,97,0.998321386
45,NOS11,INNOS,98,1.013769153
45,NOS11,INNOS,99,1.007319074
45,NOS11,INNOS,100,0.985930995
45,NOS11,INNOS,101,1.016132448
45,NOS11,INNOS,102,1.007378413
45,NOS11,INNOS,103,0.983740808
46,WT,cPRC,2,0.990678551
46,WT,cPRC,3,0.991024048
46,WT,cPRC,4,0.971311701
46,WT,cPRC,5,0.962500174
46,WT,cPRC,6,0.99338843
46,WT,cPRC,7,1.025508969
46,WT,cPRC,8,0.993175271
46,WT,cPRC,9,0.998563291
46,WT,cPRC,10,1.005794467
46,WT,cPRC,11,1.005222717
46,WT,cPRC,12,1.003807311
46,WT,cPRC,13,0.999927786
46,WT,cPRC,14,1.011126225
46,WT,cPRC,15,1.002703111
46,WT,cPRC,16,0.984338591
46,WT,cPRC,17,0.993898759
46,WT,cPRC,18,1.012069605
46,WT,cPRC,19,1.011778098
46,WT,cPRC,20,0.986242666
46,WT,cPRC,21,1.003257427
46,WT,cPRC,22,1.004889656
46,WT,cPRC,23,0.997355006
46,WT,cPRC,24,1.024530956
46,WT,cPRC,25,1.037067922
46,WT,cPRC,26,1.008702155
46,WT,cPRC,27,1.018761604
46,WT,cPRC,28,0.972403618
46,WT,cPRC,29,0.979570907
46,WT,cPRC,30,0.978043557
46,WT,cPRC,31,0.937307399
46,WT,cPRC,32,1.016784918
46,WT,cPRC,33,1.019858282
46,WT,cPRC,34,1.006569795
46,WT,cPRC,35,0.98547025
46,WT,cPRC,36,1.01907874
46,WT,cPRC,37,1.022410937
46,WT,INNOS,38,1.062393849
46,WT,INNOS,39,1.078674522
46,WT,INNOS,40,0.98262932
46,WT,INNOS,41,0.885247379
46,WT,INNOS,42,1.03479315
46,WT,INNOS,43,1.019371069
46,WT,INNOS,44,0.947685128
46,WT,INNOS,45,0.994823105
46,WT,INNOS,46,0.997414617
46,WT,INNOS,47,1.06601354
46,WT,INNOS,48,0.990266365
46,WT,INNOS,49,1.073055088
46,WT,INNOS,50,0.803341049
46,WT,INNOS,51,0.967051718
46,WT,INNOS,52,0.944716908
46,WT,INNOS,53,0.92578353
46,WT,INNOS,54,0.986720493
46,WT,INNOS,55,0.988734774
46,WT,INNOS,56,0.938963571
46,WT,INNOS,57,1.009122587
46,WT,INNOS,58,0.971781278
46,WT,INNOS,59,1.021307251
46,WT,INNOS,60,1.017113013
46,WT,INNOS,61,0.99244683
46,WT,INNOS,62,1.052368526
46,WT,INNOS,63,1.033038687
46,WT,INNOS,64,1.015397603
46,NOS11,cPRC,65,0.984870477
46,NOS11,cPRC,66,0.948900482
46,NOS11,cPRC,67,0.97924436
46,NOS11,cPRC,68,1.000843017
46,NOS11,cPRC,69,1.012164589
46,NOS11,cPRC,70,0.973885027
46,NOS11,cPRC,71,1.014629727
46,NOS11,cPRC,72,1.012349898
46,NOS11,cPRC,73,0.998004151
46,NOS11,cPRC,74,0.987187925
46,NOS11,cPRC,75,1.00387128
46,NOS11,cPRC,76,1.021384721
46,NOS11,cPRC,77,0.997360266
46,NOS11,cPRC,78,1.028186202
46,NOS11,cPRC,79,1.006641844
46,NOS11,cPRC,80,1.018308451
46,NOS11,cPRC,81,1.001938848
46,NOS11,cPRC,82,1.008977447
46,NOS11,INNOS,83,0.97824339
46,NOS11,INNOS,84,0.856571993
46,NOS11,INNOS,85,0.784845205
46,NOS11,INNOS,86,0.976879775
46,NOS11,INNOS,87,0.946349105
46,NOS11,INNOS,88,0.998246229
46,NOS11,INNOS,89,0.970037878
46,NOS11,INNOS,90,1.0072198
46,NOS11,INNOS,91,0.947603008
46,NOS11,INNOS,92,0.981193294
46,NOS11,INNOS,93,1.031982534
46,NOS11,INNOS,94,1.069148536
46,NOS11,INNOS,95,1.006999286
46,NOS11,INNOS,96,0.902461365
46,NOS11,INNOS,97,1.00680519
46,NOS11,INNOS,98,1.01373425
46,NOS11,INNOS,99,1.017635182
46,NOS11,INNOS,100,0.980571374
46,NOS11,INNOS,101,1.012002259
46,NOS11,INNOS,102,1.0200411
46,NOS11,INNOS,103,0.972352211
47,WT,cPRC,2,0.98075163
47,WT,cPRC,3,0.986744468
47,WT,cPRC,4,0.98906763
47,WT,cPRC,5,0.976919966
47,WT,cPRC,6,0.992690024
47,WT,cPRC,7,1.010972756
47,WT,cPRC,8,0.9988085
47,WT,cPRC,9,1.000337627
47,WT,cPRC,10,1.003791967
47,WT,cPRC,11,1.003951218
47,WT,cPRC,12,1.00767761
47,WT,cPRC,13,1.002671919
47,WT,cPRC,14,1.008501413
47,WT,cPRC,15,0.996547032
47,WT,cPRC,16,0.98676389
47,WT,cPRC,17,0.992475136
47,WT,cPRC,18,1.002387754
47,WT,cPRC,19,1.014403197
47,WT,cPRC,20,0.984670997
47,WT,cPRC,21,0.998739061
47,WT,cPRC,22,0.985672403
47,WT,cPRC,23,1.018346638
47,WT,cPRC,24,1.020279559
47,WT,cPRC,25,1.029041751
47,WT,cPRC,26,1.003454904
47,WT,cPRC,27,1.007068174
47,WT,cPRC,28,0.981395796
47,WT,cPRC,29,0.995010696
47,WT,cPRC,30,0.977831949
47,WT,cPRC,31,0.97757652
47,WT,cPRC,32,1.023258328
47,WT,cPRC,33,1.014528277
47,WT,cPRC,34,1.009796243
47,WT,cPRC,35,0.997120765
47,WT,cPRC,36,1.019017851
47,WT,cPRC,37,1.018741364
47,WT,INNOS,38,1.038843564
47,WT,INNOS,39,1.046296535
47,WT,INNOS,40,0.957731803
47,WT,INNOS,41,0.910766319
47,WT,INNOS,42,1.018919074
47,WT,INNOS,43,1.018113208
47,WT,INNOS,44,0.997473729
47,WT,INNOS,45,0.978433184
47,WT,INNOS,46,0.990913689
47,WT,INNOS,47,1.060884078
47,WT,INNOS,48,1.010229967
47,WT,INNOS,49,1.051422422
47,WT,INNOS,50,0.857280869
47,WT,INNOS,51,0.959382639
47,WT,INNOS,52,0.945809459
47,WT,INNOS,53,0.956472486
47,WT,INNOS,54,0.995601827
47,WT,INNOS,55,0.988611561
47,WT,INNOS,56,0.953596111
47,WT,INNOS,57,1.014685869
47,WT,INNOS,58,0.982151464
47,WT,INNOS,59,0.970518966
47,WT,INNOS,60,1.010334482
47,WT,INNOS,61,0.992957946
47,WT,INNOS,62,1.054027157
47,WT,INNOS,63,1.027647852
47,WT,INNOS,64,1.006735304
47,NOS11,cPRC,65,0.985163629
47,NOS11,cPRC,66,1.002454443
47,NOS11,cPRC,67,0.966115995
47,NOS11,cPRC,68,1.000611601
47,NOS11,cPRC,69,1.014199393
47,NOS11,cPRC,70,0.977166552
47,NOS11,cPRC,71,1.006069299
47,NOS11,cPRC,72,1.002718531
47,NOS11,cPRC,73,0.989960881
47,NOS11,cPRC,74,1.002983634
47,NOS11,cPRC,75,1.000172825
47,NOS11,cPRC,76,1.013309728
47,NOS11,cPRC,77,0.995478021
47,NOS11,cPRC,78,1.028186202
47,NOS11,cPRC,79,1.011639999
47,NOS11,cPRC,80,1.011688446
47,NOS11,cPRC,81,1.006130951
47,NOS11,cPRC,82,1.014013576
47,NOS11,INNOS,83,0.983824434
47,NOS11,INNOS,84,1.003263708
47,NOS11,INNOS,85,0.805628924
47,NOS11,INNOS,86,0.989344592
47,NOS11,INNOS,87,0.987398965
47,NOS11,INNOS,88,1.010563889
47,NOS11,INNOS,89,0.968178004
47,NOS11,INNOS,90,1.012848015
47,NOS11,INNOS,91,0.966928652
47,NOS11,INNOS,92,0.974133269
47,NOS11,INNOS,93,0.998238088
47,NOS11,INNOS,94,1.044605887
47,NOS11,INNOS,95,1.017365575
47,NOS11,INNOS,96,0.863920334
47,NOS11,INNOS,97,0.993807277
47,NOS11,INNOS,98,1.00336812
47,NOS11,INNOS,99,1.011514922
47,NOS11,INNOS,100,0.99885151
47,NOS11,INNOS,101,1.007766168
47,NOS11,INNOS,102,1.017007535
47,NOS11,INNOS,103,0.98741763
48,WT,cPRC,2,0.985616525
48,WT,cPRC,3,0.985375003
48,WT,cPRC,4,1.004769155
48,WT,cPRC,5,0.984813198
48,WT,cPRC,6,0.994331277
48,WT,cPRC,7,1.022308582
48,WT,cPRC,8,0.998883912
48,WT,cPRC,9,0.998089177
48,WT,cPRC,10,0.99698915
48,WT,cPRC,11,1.000382817
48,WT,cPRC,12,1.014403393
48,WT,cPRC,13,1.007641556
48,WT,cPRC,14,1.004622644
48,WT,cPRC,15,1.003090134
48,WT,cPRC,16,0.984156297
48,WT,cPRC,17,0.996109639
48,WT,cPRC,18,1.001123007
48,WT,cPRC,19,1.004262882
48,WT,cPRC,20,0.987059933
48,WT,cPRC,21,0.998401309
48,WT,cPRC,22,1.006847527
48,WT,cPRC,23,0.99911032
48,WT,cPRC,24,1.011641675
48,WT,cPRC,25,1.015330709
48,WT,cPRC,26,1.006124883
48,WT,cPRC,27,1.014567929
48,WT,cPRC,28,0.995949155
48,WT,cPRC,29,1.007745061
48,WT,cPRC,30,0.995513911
48,WT,cPRC,31,1.001525946
48,WT,cPRC,32,1.008676262
48,WT,cPRC,33,1.003930656
48,WT,cPRC,34,1.009667653
48,WT,cPRC,35,0.996541949
48,WT,cPRC,36,1.006809487
48,WT,cPRC,37,1.010889757
48,WT,INNOS,38,1.02190495
48,WT,INNOS,39,1.026177674
48,WT,INNOS,40,0.980051824
48,WT,INNOS,41,0.957463426
48,WT,INNOS,42,1.01402226
48,WT,INNOS,43,1.008987993
48,WT,INNOS,44,0.989087911
48,WT,INNOS,45,0.975640668
48,WT,INNOS,46,0.9872979
48,WT,INNOS,47,1.03261546
48,WT,INNOS,48,0.988708432
48,WT,INNOS,49,1.040676274
48,WT,INNOS,50,0.865230955
48,WT,INNOS,51,0.960197479
48,WT,INNOS,52,0.946076527
48,WT,INNOS,53,0.985307748
48,WT,INNOS,54,1.004249442
48,WT,INNOS,55,0.993504893
48,WT,INNOS,56,0.988899015
48,WT,INNOS,57,0.998160528
48,WT,INNOS,58,0.992692672
48,WT,INNOS,59,0.993488681
48,WT,INNOS,60,1.005753726
48,WT,INNOS,61,0.993298691
48,WT,INNOS,62,1.03047459
48,WT,INNOS,63,1.015280641
48,WT,INNOS,64,1.011048101
48,NOS11,cPRC,65,0.992814191
48,NOS11,cPRC,66,1.004120929
48,NOS11,cPRC,67,0.975051045
48,NOS11,cPRC,68,1.009190538
48,NOS11,cPRC,69,1.012500774
48,NOS11,cPRC,70,0.980179589
48,NOS11,cPRC,71,1.01259153
48,NOS11,cPRC,72,1.005576872
48,NOS11,cPRC,73,1.007544308
48,NOS11,cPRC,74,1.011035058
48,NOS11,cPRC,75,0.997044693
48,NOS11,cPRC,76,0.983111292
48,NOS11,cPRC,77,0.994950075
48,NOS11,cPRC,78,1.01871863
48,NOS11,cPRC,79,1.012545705
48,NOS11,cPRC,80,1.005309796
48,NOS11,cPRC,81,1.001965048
48,NOS11,cPRC,82,0.999479965
48,NOS11,INNOS,83,1.002837819
48,NOS11,INNOS,84,1.001002993
48,NOS11,INNOS,85,0.84373241
48,NOS11,INNOS,86,1.010293526
48,NOS11,INNOS,87,1.019866497
48,NOS11,INNOS,88,1.008995812
48,NOS11,INNOS,89,0.974755608
48,NOS11,INNOS,90,1.030747584
48,NOS11,INNOS,91,0.933023715
48,NOS11,INNOS,92,0.984948627
48,NOS11,INNOS,93,0.995403708
48,NOS11,INNOS,94,1.02725288
48,NOS11,INNOS,95,1.018059382
48,NOS11,INNOS,96,1.012377284
48,NOS11,INNOS,97,1.012544234
48,NOS11,INNOS,98,1.004345398
48,NOS11,INNOS,99,0.99485772
48,NOS11,INNOS,100,1.002344834
48,NOS11,INNOS,101,1.01482632
48,NOS11,INNOS,102,0.997592719
48,NOS11,INNOS,103,0.988539777
49,WT,cPRC,2,0.977541221
49,WT,cPRC,3,0.984548858
49,WT,cPRC,4,0.990956949
