Time::Relative Time!!R,Channel1_R2_Area::TV1-SR_R2_Area!!R,Channel1_R2_IntensityMean::TV1-SR_R2_IntensityMean!!R,Channel1_R3_Area::TV1-SR_R3_Area!!R,Channel1_R3_IntensityMean::TV1-SR_R3_IntensityMean!!R,Channel1_R4_Area::TV1-SR_R4_Area!!R,Channel1_R4_IntensityMean::TV1-SR_R4_IntensityMean!!R,Channel1_R5_Area::TV1-SR_R5_Area!!R,Channel1_R5_IntensityMean::TV1-SR_R5_IntensityMean!!R,Channel1_R6_Area::TV1-SR_R6_Area!!R,Channel1_R6_IntensityMean::TV1-SR_R6_IntensityMean!!R,Channel1_R7_Area::TV1-SR_R7_Area!!R,Channel1_R7_IntensityMean::TV1-SR_R7_IntensityMean!!R,Channel1_R8_Area::TV1-SR_R8_Area!!R,Channel1_R8_IntensityMean::TV1-SR_R8_IntensityMean!!R,Channel1_R10_Area::TV1-SR_R10_Area!!R,Channel1_R10_IntensityMean::TV1-SR_R10_IntensityMean!!R,Channel1_R11_Area::TV1-SR_R11_Area!!R,Channel1_R11_IntensityMean::TV1-SR_R11_IntensityMean!!R
0.438274167,37920297.67,520.0137255,14231264.66,782.6123302,36433227.18,84.50693878,26410372.03,491.1131757,53980659.04,784.1190083,20298512.28,673.2029304,47378066.04,313.4930948,12446780.06,338.2807646,26559079.08,281.4798432
0.488273889,37920297.67,492.9890196,14231264.66,701.8390805,36433227.18,91.47469388,26410372.03,536.5472973,53980659.04,804.9947658,20298512.28,501.2989011,47378066.04,641.5966729,12446780.06,326.7431302,26559079.08,309.0951848
0.538273889,37920297.67,537.0784314,14231264.66,768.30721,36433227.18,161.0412245,26410372.03,568.535473,53980659.04,814.1768595,20298512.28,501.6161172,47378066.04,764.4987445,12446780.06,325.6547192,26559079.08,258.0391937
0.588275556,37920297.67,581.7964706,14231264.66,679.6666667,36433227.18,161.562449,26410372.03,566.5489865,53980659.04,782.7628099,20298512.28,425.2534799,47378066.04,544.7332078,12446780.06,321.6678614,26559079.08,269.4636058
0.638271389,37920297.67,555.7847059,14231264.66,692.1954023,36433227.18,139.7334694,26410372.03,595.3918919,53980659.04,827.0426997,20298512.28,382.8351648,47378066.04,607.3188952,12446780.06,324.5137395,26559079.08,258.0492721
0.688275833,37920297.67,558.6223529,14231264.66,708.9979101,36433227.18,89.60938776,26410372.03,509.1131757,53980659.04,783.3859504,20298512.28,526.1846154,47378066.04,1196.444758,12446780.06,338.5758662,26559079.08,246.4983203
0.738271389,37920297.67,559.8513725,14231264.66,1127.031348,36433227.18,118.0232653,26410372.03,538.9898649,53980659.04,802.4190083,20298512.28,855.5296703,47378066.04,1195.523227,12446780.06,312.7526882,26559079.08,228.100224
0.788276111,37920297.67,543.1039216,14231264.66,1216.512017,36433227.18,121.1261224,26410372.03,901.5016892,53980659.04,872.6236915,20298512.28,418.352381,47378066.04,521.6415568,12446780.06,274.8602151,26559079.08,220.5100784
0.838271667,37920297.67,593.7196078,14231264.66,1025.844305,36433227.18,87.54693878,26410372.03,473.9329955,53980659.04,799.9471074,20298512.28,590.6498168,47378066.04,621.1233522,12446780.06,354.6415771,26559079.08,262.1276596
0.888271667,37920297.67,532.1678431,14231264.66,979.1682341,36433227.18,104.4579592,26410372.03,1010.984797,53980659.04,806.4922865,20298512.28,440.2505495,47378066.04,450.138732,12446780.06,300.5734767,26559079.08,232.4412094
0.938271389,37920297.67,531.9784314,14231264.66,786.9164054,36433227.18,139.6571429,26410372.03,926.3372748,53980659.04,873.7225895,20298512.28,619.3274725,47378066.04,505.3553045,12446780.06,256.2413381,26559079.08,273.4232923
0.988275833,37920297.67,548.1435294,14231264.66,850.9425287,36433227.18,110.9983673,26410372.03,815.6289414,53980659.04,828.0644628,20298512.28,468.8095238,47378066.04,236.052103,12446780.06,318.8960573,26559079.08,289.2290034
1.038275833,37920297.67,460.2258824,14231264.66,888.8704284,36433227.18,147.6102041,26410372.03,628.901464,53980659.04,945.584022,20298512.28,605.4432234,47378066.04,216.470182,12446780.06,250.2819594,26559079.08,205.8157895
